,26-Jun-2025
The Nifty witnessed an intraday movement of about 305.4 points.The closing index was 1.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118579.67
, Traded Quantity (in Lakhs), 44604.74
, Number of Trades, 34221161
, Total Market Capitalisation (Rs. Crores), 45516258.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,NITINSPIN,EQ,       398.00,                 82909625.65,209465
,NITIRAJ,EQ,       205.15,                   637301.27,3095
,NIVABUPA,EQ,        81.98,                180709254.35,2208230
,NKIND,EQ,        70.99,                     7241.40,102
,NLCINDIA,EQ,       228.69,                225926373.71,987848
,NMDC,EQ,        70.55,               2181679367.21,31206909
,NMSTEEL,ST,        29.10,                   233680.00,8000
,NOCIL,EQ,       187.64,                 71886079.35,379809
,NOIDATOLL,BE,         3.80,                    62494.80,16446
,NORBTEAEXP,BE,        33.77,                   100584.50,2964
,NORTHARC,EQ,       241.14,                862684976.37,3559184
,NOVAAGRI,EQ,        49.72,                  6974318.48,139471
,NPBET,EQ,       291.22,                   250919.17,864
,NPST,EQ,      1933.40,                117898649.20,61603
,NRAIL,BE,       335.45,                  1556249.05,4563
,NRBBEARING,EQ,       293.40,                 74697621.40,258412
,NRL,BE,        80.73,                  4810567.37,60267
,NRVANDANA,SM,        42.70,                  5817150.00,138000
,NSIL,EQ,      6897.00,                 28748863.00,4166
,NSLNISP,EQ,        41.00,                271422152.14,6689288
,NTPCGREEN,EQ,       106.75,                615859689.56,5755367
,NUCLEUS,EQ,      1184.70,                 17466427.60,14733
,NURECA,BE,       278.45,                   843048.85,3017
,NUVAMA,EQ,      7901.00,               2803442241.50,357732
,NUVOCO,EQ,       352.15,                 23898332.85,68015
,NV20,EQ,       150.05,                  1220689.12,8140
,NV20BEES,EQ,       150.68,                  3027471.31,20161
,NV20IETF,EQ,        14.66,                  7102842.74,485082
,NXST,RR,       140.91,                 52035083.25,370828
,NYKAA,EQ,       206.85,               1092387915.48,5322917
,OAL,EQ,       389.55,                  3120043.20,7959
,OBCL,EQ,        55.07,                   486955.66,8849
,OBEROIRLTY,EQ,      1982.30,               1592563930.30,807925
,OBSCP,ST,       290.35,                  7377360.00,25200
,OCCL,BE,       215.70,                 11040304.95,51215
,OCCLLTD,BE,       118.82,                 14527149.33,119663
,ODIGMA,BE,        38.55,                   529561.94,13799
,OFSS,EQ,      9074.50,               1361804298.50,149946
,OIL,EQ,       442.30,               1523424278.55,3454307
,OILCOUNTUB,EQ,        97.67,                 24312951.25,251046
,OILIETF,EQ,        11.77,                 19881414.07,1700554
,OLAELEC,EQ,        43.16,                703061504.27,16255204
,OLECTRA,EQ,      1188.80,                197351010.50,165900
,OLIL,ST,       199.55,                 10458900.00,54000
,OMAXAUTO,EQ,        87.91,                  2255448.36,25229
,OMAXE,EQ,       102.87,                 75227571.48,722670
,OMFURN,SM,       105.85,                  2402760.00,22800
,OMINFRAL,EQ,       134.16,                409340248.83,2915142
,ONDOOR,ST,       143.65,                    86190.00,600
,ONELIFECAP,BE,        13.87,                   239938.13,17423
,ONEPOINT,BE,        52.07,                 11598052.07,222932
,ONESOURCE,EQ,      2002.70,                239754620.60,120311
,ONMOBILE,EQ,        54.51,                 17449264.43,316815
,ONWARDTEC,EQ,       370.80,                887478426.10,2423424
,ONYX,SM,        52.40,                  1222900.00,24000
,OPTIEMUS,EQ,       637.75,                209814474.20,327590
,ORBTEXP,EQ,       214.36,                 18093467.78,85345
,ORCHASP,BE,         2.84,                   476015.24,167611
,ORCHPHARMA,EQ,       703.45,                 28302713.85,40149
,ORIANA,ST,      2238.40,                 67477698.75,30000
,ORICONENT,EQ,        45.02,                  6567258.19,146091
,ORIENTALTL,BE,        12.63,                  3777531.96,299092
,ORIENTBELL,EQ,       313.43,                  2119954.06,6742
,ORIENTCEM,EQ,       238.00,                624021505.90,2635452
,ORIENTCER,EQ,        35.71,                  1387717.63,38772
,ORIENTELEC,EQ,       222.37,                 24494393.91,111126
,ORIENTHOT,EQ,       151.07,                  6766865.16,44882
,ORIENTLTD,EQ,        95.57,                   964039.10,10181
,ORIENTPPR,EQ,        28.88,                 12366910.31,426591
,ORIENTTECH,EQ,       334.45,                 41613795.30,124046
,ORISSAMINE,EQ,      4986.50,                 50316535.50,10078
,ORTINGLOBE,BE,        11.99,                    39044.29,3261
,OSELDEVICE,SM,       276.75,                  5395520.00,19600
,OSIAHYPER,EQ,        14.62,                 56250970.01,3779223
,OSWALAGRO,EQ,        90.07,                 32550298.69,356784
,OSWALGREEN,EQ,        46.28,                 17293282.41,371647
,OSWALPUMPS,EQ,       677.20,               3383309400.65,4993014
,OSWALSEEDS,EQ,        14.24,                   229941.30,16211
,OWAIS,ST,       594.90,                  2805830.00,4700
,PAGEIND,EQ,     48700.00,               2521146700.00,51907
,PAISALO,EQ,        31.43,                236321868.02,7510512
,PAKKA,EQ,       214.69,                874061641.83,4122852
,PALASHSECU,EQ,       130.15,                  1417379.25,11040
,PALREDTEC,BE,        50.37,                    26091.66,518
,PANACEABIO,EQ,       408.25,                174859791.20,427822
,PANACHE,BE,       203.60,                  1659747.20,8152
,PANAMAPET,EQ,       355.40,                 15275367.10,42628
,PANSARI,BE,       228.30,                    43833.60,192
,PAR,BE,        95.21,                  1370827.20,14386
,PARACABLES,EQ,        56.73,                 62667926.80,1097840
,PARADEEP,EQ,       160.54,                535986894.62,3299681
,PARAGMILK,EQ,       224.50,                343006446.64,1511865
,PARAGON,SM,        67.85,                   159120.00,2400
,PARAMOUNT,ST,        60.55,                    72660.00,1200
,PARAS,EQ,      1613.20,                809976564.40,501927
,PARASPETRO,EQ,         2.54,                   784022.97,306890
,PARIN,SM,       344.00,                  1030000.00,3000
,PARKHOTELS,EQ,       164.59,                105174745.06,644265
,PARSVNATH,EQ,        19.30,                 35726614.49,1879582
,PARTYCRUS,SM,        80.45,                   402500.00,5000
,PASHUPATI,SM,       664.00,                   265200.00,400
,PASUPTAC,EQ,        51.46,                  8916380.85,176030
,PATANJALI,EQ,      1652.40,               2352224610.20,1425606
,PATELENG,EQ,        40.95,                 92432799.79,2249728
,PATILAUTOM,ST,       171.85,                 85863540.00,483600
,PATINTLOG,EQ,        15.58,                  1660651.02,106817
,PATTECH,SM,        80.55,                  3618675.00,45000
,PAVNAIND,EQ,       412.75,                  2048239.80,4958
,PAYTM,EQ,       915.75,               3483606333.55,3841951
,PCBL,EQ,       419.20,                658011498.15,1581772
,PCCL,SM,       182.85,                 19989540.00,109200
,PCJEWELLER,EQ,        12.21,                 80179850.40,6533318
,PDMJEPAPER,EQ,       117.74,                 27616828.12,232149
,PDSL,EQ,       404.00,                 45141983.45,112121
,PEARLPOLY,EQ,        31.10,                   720446.82,23034
,PEL,EQ,      1149.70,                969721953.80,858851
,PELATRO,SM,       403.70,                  1955190.00,4800
,PENIND,EQ,       232.97,                215499711.74,905163
,PENINLAND,BE,        28.25,                  3082984.58,109077
,PENTAGON,SM,        63.50,                   567850.00,9000
,PERSISTENT,EQ,      6055.50,               3363781709.00,555658
,PETRONET,EQ,       299.80,                843667911.20,2825796
,PFIZER,EQ,      5677.50,                146757556.00,26006
,PFOCUS,EQ,       114.03,                267290321.50,2343820
,PFS,EQ,        42.91,                 44634248.56,1038020
,PGEL,EQ,       753.35,                804486252.15,1062217
,PGHH,EQ,     13421.00,                 97315352.00,7232
,PGHL,EQ,      5855.50,                 30727595.00,5205
,PGIL,EQ,      1486.10,                 30620757.90,20565
,PGINVIT,IV,        91.28,                 93844161.70,1022219
,PHANTOMFX,SM,       255.00,                  1075755.00,4200
,PHARMABEES,EQ,        22.23,                 55962582.47,2521929
,PHOENIXLTD,EQ,      1627.40,                595477830.10,368069
,PHOGLOBAL,ST,        23.95,                    47900.00,2000
,PIGL,BE,       145.41,                  3304514.25,22709
,PIIND,EQ,      4138.40,               1029083734.50,248892
,PILANIINVS,EQ,      5258.00,                 36481665.30,6943
,PILITA,BE,        15.26,                  9727460.42,633280
,PIONEEREMB,EQ,        43.27,                   811036.34,18563
,PITTIENG,EQ,       968.60,                 24317605.30,25072
,PIXTRANS,EQ,      1572.10,                 78409260.80,50016
,PKTEA,BE,       791.40,                   107548.65,134
,PLASTIBLEN,EQ,       210.31,                  2597073.86,12436
,PLATIND,EQ,       277.90,                 15462863.30,55449
,PLAZACABLE,EQ,        60.51,                  1683247.14,27748
,PNBGILTS,EQ,        98.97,                 48101684.54,483729
,PNBHOUSING,EQ,      1110.20,               2139740424.50,1945407
,PNC,BE,        26.69,                    59858.37,2243
,PNCINFRA,EQ,       303.30,                158250196.55,521039
,PNGJL,EQ,       579.10,                 64548153.15,110804
,POCL,EQ,       802.85,                858860184.90,1065385
,PODDARMENT,EQ,       324.35,                  7833180.70,23915
,POKARNA,EQ,      1053.70,                 55452920.90,51837
,POLICYBZR,EQ,      1834.10,               4660584583.50,2545604
,POLYCAB,EQ,      6468.50,               1897624305.50,294479
,POLYMED,EQ,      2188.80,                360302874.40,163275
,POLYPLEX,EQ,      1230.30,                 78405312.70,63464
,POLYSIL,ST,        70.55,                 12840100.00,182000
,PONNIERODE,EQ,       333.10,                  2760244.15,8281
,POONAWALLA,EQ,       449.65,               1108394734.15,2485005
,POSITRON,ST,       320.75,                  3531060.00,11100
,POWERINDIA,EQ,     19441.00,               1909737458.00,97163
,POWERMECH,EQ,      3155.20,                394290529.90,124619
,PPAP,BE,       243.86,                  8085703.55,33994
,PPL,EQ,       403.50,                 29976681.55,74551
,PPLPHARMA,EQ,       200.99,                505106590.17,2511821
,PPSL,SM,        22.55,                   544950.00,24000
,PRABHA,EQ,       297.97,                140974004.64,471389
,PRAENG,EQ,        23.08,                  1788949.86,77616
,PRAJIND,EQ,       505.40,                333107771.75,660484
,PRAKASH,EQ,       164.25,                189663910.37,1156097
,PRAKASHSTL,EQ,         6.25,                  1544595.86,246099
,PRAMARA,ST,       179.75,                  7877350.00,44000
,PRANIK,SM,        85.20,                   412720.00,4800
,PRATHAM,SM,       152.50,                  1148200.00,7600
,PRAXIS,BE,        11.50,                 11982206.03,1026590
,PRECAM,EQ,       205.33,                 46625045.32,225107
,PRECISION,ST,        21.20,                    84800.00,4000
,PRECOT,EQ,       539.85,                  2408411.20,4462
,PRECWIRE,EQ,       183.93,                 16968240.05,91793
,PREMEXPLN,EQ,       585.10,                217502301.65,372723
,PREMIER,BE,         3.69,                    50349.34,13708
,PREMIERENE,EQ,      1043.90,               1998061400.30,1922143
,PREMIERPOL,EQ,        51.63,                  3437260.85,65900
,PREMIUM,SM,        38.80,                   116400.00,3000
,PRESSTONIC,SM,       100.95,                   975760.00,9600
,PRESTIGE,EQ,      1699.00,               1560252493.80,914662
,PRICOLLTD,EQ,       445.10,                 51108680.90,115193
,PRIMESECU,EQ,       272.65,                 11260464.00,41457
,PRIMO,EQ,        26.05,                  2805010.79,107243
,PRINCEPIPE,EQ,       355.30,                414372654.80,1173066
,PRITI,EQ,        93.33,                   537704.73,5737
,PRITIKA,ST,        76.80,                   153600.00,2000
,PRITIKAUTO,EQ,        18.14,                  1964244.55,107943
,PRIVISCL,EQ,      2285.50,                103635966.50,45230
,PRIZOR,ST,       211.55,                 11086200.00,53600
,PRLIND,SM,        97.00,                  1577600.00,16000
,PROLIFE,ST,       158.00,                   158500.00,1000
,PROPEQUITY,SM,       210.00,                   126000.00,600
,PROSTARM,EQ,       135.39,                461403393.16,3369149
,PROTEAN,EQ,       857.50,                325443808.25,377754
,PROZONER,EQ,        36.02,                  5260877.50,146608
,PRSMJOHNSN,EQ,       152.64,                 20488788.81,133883
,PRUDENT,EQ,      2677.70,                 30424972.80,11333
,PRUDMOULI,EQ,        39.48,                   367804.78,9161
,PSB,EQ,        30.37,                 62714018.78,2070064
,PSFL,SM,        41.80,                  1911400.00,46000
,PSPPROJECT,EQ,       756.40,                 82134206.70,108788
,PSRAJ,SM,       153.10,                  2770450.00,18000
,PSUBANK,EQ,       699.16,                  7599654.95,10936
,PSUBANKADD,EQ,        70.20,                  1419685.13,20306
,PSUBNKBEES,EQ,        77.97,                 94812148.73,1221450
,PSUBNKIETF,EQ,        70.73,                  5783996.76,82238
,PTC,EQ,       176.23,                155664895.77,882014
,PTCIL,EQ,     14842.00,                123393715.00,8291
,PTL,EQ,        43.32,                  6326496.83,146520
,PULZ,SM,        46.60,                   279500.00,6000
,PUNJABCHEM,EQ,      1246.00,                 37060368.70,29570
,PURPLEUTED,ST,       332.50,                  4807550.00,15000
,PURVA,EQ,       292.25,                 77807665.20,267196
,PURVFLEXI,ST,        74.00,                   179160.00,2400
,PVP,EQ,        23.15,                  1716450.80,73828
,PVRINOX,EQ,       965.20,                158990174.25,164772
,PVSL,EQ,       130.25,                 12014540.65,92650
,PVTBANIETF,EQ,        28.41,                154578372.60,5451778
,PVTBANKADD,EQ,        28.56,                  2201943.81,77157
,PYRAMID,EQ,       184.09,                 14486557.02,78939
,QFIL,SM,        79.05,                   158100.00,2000
,QGOLDHALF,EQ,        80.91,                  4374733.15,54055
,QMSMEDI,SM,        86.75,                   607900.00,7000
,QNIFTY,EQ,      2775.28,                   755593.78,274
,QPOWER,EQ,       676.00,               2508916805.60,3631475
,QUADFUTURE,EQ,       486.85,                149850198.25,305301
,QUADPRO,ST,         4.10,                   147600.00,36000
,QUAL30IETF,EQ,        21.39,                  1361691.36,63837
