,26-Jun-2025
The Nifty witnessed an intraday movement of about 305.4 points.The closing index was 1.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118579.67
, Traded Quantity (in Lakhs), 44604.74
, Number of Trades, 34221161
, Total Market Capitalisation (Rs. Crores), 45516258.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,JLHL,EQ,      1439.50,                 13974091.40,9721
,JMA,EQ,        94.12,                   885657.69,9515
,JMFINANCIL,EQ,       155.98,               2143538065.53,13641212
,JNKINDIA,EQ,       354.15,                  8396149.95,23586
,JOCIL,EQ,       158.23,                   526007.94,3322
,JPOLYINVST,EQ,       913.45,                  7413003.30,8133
,JPPOWER,EQ,        17.97,                846002156.39,46824130
,JSFB,EQ,       499.65,                 63710222.80,126825
,JSL,EQ,       694.05,               1278670769.75,1859912
,JSLL,SM,       422.80,                 27023962.50,63450
,JSWHL,BE,     21240.00,                  5724205.00,270
,JSWINFRA,EQ,       317.50,               1802305640.50,5684551
,JTEKTINDIA,EQ,       141.96,                257634673.00,1811274
,JTLIND,EQ,        75.05,                 33433181.30,445540
,JUBLCPL,EQ,      1712.60,                  5381831.50,3154
,JUBLFOOD,EQ,       711.15,                928306495.85,1303874
,JUBLINGREA,EQ,       768.15,               1478657602.60,1935863
,JUBLPHARMA,EQ,      1180.00,                374033808.60,315859
,JUNIORBEES,EQ,       729.77,                215064398.93,295710
,JUNIPER,EQ,       287.25,                 73636363.60,255723
,JUSTDIAL,EQ,       910.05,                135322613.75,147802
,JWL,EQ,       384.35,                370022121.50,960381
,JYOTHYLAB,EQ,       335.60,                167067222.50,496699
,JYOTICNC,EQ,      1129.00,                155131575.90,137626
,JYOTISTRUC,EQ,        18.62,                137654015.68,7343335
,K2INFRA,ST,        71.50,                  3298890.00,46200
,KABRAEXTRU,BE,       293.50,                 16190833.90,55028
,KAJARIACER,EQ,      1118.80,                254816181.50,230148
,KAKATCEM,EQ,       161.71,                  1024771.30,6322
,KALAMANDIR,EQ,       142.01,                 62461806.72,441667
,KALANA,SM,        41.25,                   168900.00,4000
,KALYANIFRG,EQ,       751.60,                  1046290.65,1400
,KALYANKJIL,EQ,       553.35,               3336609431.45,6105005
,KAMATHOTEL,EQ,       241.93,                131144795.12,537039
,KAMDHENU,EQ,        31.00,                 28859858.13,929336
,KAMOPAINTS,BE,        10.57,                  4124170.22,390670
,KANANIIND,EQ,         2.13,                   208173.09,96905
,KANDARP,ST,        87.00,                   174000.00,2000
,KANORICHEM,EQ,        94.86,                  2161393.05,22538
,KANPRPLA,BE,       202.90,                   363304.29,1771
,KANSAINER,EQ,       244.10,                 26876129.55,110122
,KAPSTON,EQ,       238.66,                  1564373.22,6529
,KARMAENG,BE,        70.00,                  1016428.30,14289
,KARNIKA,ST,       654.05,                  1701540.00,2600
,KARURVYSYA,EQ,       249.82,                623679736.65,2503962
,KATARIA,SM,       115.00,                   275400.00,2400
,KAUSHALYA,EQ,       900.15,                   628233.30,695
,KAVDEFENCE,BE,        47.40,                   410389.20,8658
,KAYA,BE,       422.65,                123080904.30,293526
,KAYNES,EQ,      5769.00,               2604868360.00,451878
,KCEIL,ST,       343.25,                 38419750.00,114500
,KCK,SM,        44.35,                 43818750.00,1007500
,KCP,EQ,       204.86,                 26290087.68,128643
,KCPSUGIND,EQ,        36.39,                  2138077.15,58662
,KDDL,EQ,      2661.80,                 47778924.50,17948
,KDL,SM,       318.20,                  8157832.50,25200
,KEC,EQ,       934.05,               1351842147.15,1444530
,KECL,EQ,       142.45,                 22869067.78,159871
,KEEPLEARN,BE,         3.51,                    86586.36,24662
,KEI,EQ,      3774.50,               1092230036.70,288150
,KEL,SM,       123.80,                   727800.00,6000
,KELLTONTEC,EQ,       129.27,                 78059576.01,598298
,KEN,ST,        38.50,                   184800.00,4800
,KERNEX,BE,      1211.60,                 60201003.80,49078
,KESORAMIND,BE,         6.27,                  2091270.72,333536
,KEYFINSERV,BE,       280.70,                  1150636.80,4072
,KFINTECH,EQ,      1323.40,               1521228599.90,1145209
,KHADIM,EQ,       264.85,                  1496105.30,5662
,KHAICHEM,BE,        83.68,                  4363734.50,51923
,KHAITANLTD,BE,       125.01,                   571004.29,4606
,KHANDSE,EQ,        23.44,                   167489.62,7147
,KICL,EQ,      5076.00,                  8260059.00,1626
,KILITCH,BE,       426.25,                  1065772.80,2489
,KIMS,EQ,       676.75,                678306767.75,1012116
,KINGFA,EQ,      3243.50,                 32819725.70,10250
,KIOCL,EQ,       293.30,                 34229263.50,116940
,KIRIINDUS,EQ,       586.20,                111914971.45,191641
,KIRLOSBROS,EQ,      2135.80,               2923240075.50,1362056
,KIRLOSENG,EQ,       867.60,                281186609.55,324559
,KIRLOSIND,EQ,      3900.20,                 74122049.40,19118
,KIRLPNU,EQ,      1431.10,                203200353.50,140918
,KITEX,EQ,       284.30,                402881245.70,1403961
,KKCL,EQ,       500.30,                 37893942.50,76203
,KKJEWELS,SM,       120.50,                  3976750.00,33000
,KKVAPOW,SM,       635.00,                    99060.00,156
,KLL,SM,        85.00,                  9665160.00,116800
,KMEW,EQ,      1679.20,                 27855510.10,16534
,KMSUGAR,EQ,        28.75,                  2344939.87,81240
,KNAGRI,SM,       219.15,                  6681780.00,30400
,KNRCON,EQ,       226.35,               5437301762.73,23049765
,KODYTECH,SM,       832.70,                 12593125.00,15500
,KOHINOOR,EQ,        35.71,                  2161593.12,60056
,KOKUYOCMLN,EQ,       133.91,                 37747318.76,283322
,KOLTEPATIL,EQ,       459.00,                244609289.05,527196
,KONSTELEC,ST,        65.75,                   723900.00,11000
,KONTOR,ST,        79.20,                  1851030.00,24000
,KOPRAN,EQ,       184.80,                 23043093.09,124757
,KORE,ST,       123.45,                    92575.00,750
,KOTARISUG,EQ,        37.87,                   775565.02,20489
,KOTHARIPET,EQ,       183.27,                  8019824.86,43591
,KOTHARIPRO,EQ,        85.51,                   545000.08,6356
,KOTYARK,ST,       316.00,                  1541630.00,4900
,KPEL,EQ,       508.50,                145508434.20,283793
,KPIGREEN,EQ,       497.15,                234186523.50,469554
,KPIL,EQ,      1226.00,                253017215.20,204966
,KPITTECH,EQ,      1275.90,               3200564636.60,2513780
,KPRMILL,EQ,      1117.00,                118101036.30,105424
,KRBL,EQ,       356.25,                125274390.30,348400
,KREBSBIO,BE,        87.73,                   352965.98,4010
,KRIDHANINF,EQ,         5.08,                  2908697.19,575984
,KRISHANA,EQ,       507.90,                136135877.60,271142
,KRISHCA,SM,       281.70,                  8450675.00,30000
,KRISHIVAL,BE,       399.95,                  3182641.85,7893
,KRISHNADEF,SM,       896.35,                 55284700.00,62500
,KRITI,BE,       148.95,                  1515264.63,10154
,KRITIKA,EQ,        10.02,                  2751863.00,275119
,KRITINUT,EQ,       113.66,                  2676033.74,23370
,KRN,EQ,       830.60,                266336878.80,318518
,KRONOX,EQ,       187.25,                351655376.11,1827757
,KROSS,EQ,       198.08,                355129148.05,1791820
,KRSNAA,EQ,       701.85,                 22526674.05,32027
,KRYSTAL,BE,       597.60,                  4287828.70,7219
,KSB,EQ,       804.25,                 37799396.10,46875
,KSCL,EQ,      1169.50,                214016115.60,182886
,KSHITIJPOL,EQ,         3.39,                   730149.80,213753
,KSL,EQ,       936.00,                866265585.95,932102
,KSOLVES,EQ,       340.75,                  7981279.15,23323
,KTKBANK,EQ,       207.91,                254089188.24,1225806
,KUANTUM,EQ,       114.92,                  2692690.90,23232
,LAGNAM,EQ,       105.98,                   669751.74,6296
,LAKPRE,BZ,         4.69,                     5127.55,1092
,LAKSHYA,SM,       156.55,                  2407720.00,15200
,LAL,BE,        12.42,                   335293.90,26779
,LALPATHLAB,EQ,      2749.40,                575469345.40,209657
,LAMBODHARA,EQ,       136.42,                   974635.30,7168
,LAMOSAIC,ST,        38.95,                   395040.00,10200
,LANCORHOL,EQ,        22.23,                  1793880.85,79437
,LANDMARK,EQ,       548.55,                131148776.45,238657
,LAOPALA,EQ,       254.04,                 13486559.97,53017
,LASA,BE,         9.76,                   764025.78,78761
,LATENTVIEW,EQ,       407.90,                 67463526.55,164236
,LATTEYS,EQ,        21.30,                  2737601.32,128101
,LAURUSLABS,EQ,       680.35,               1607722318.20,2369296
,LAWSIKHO,ST,       140.00,                  2582600.00,18500
,LAXMICOT,EQ,        28.02,                   498411.18,17746
,LAXMIDENTL,EQ,       436.85,                 54163457.25,124438
,LEMERITE,ST,       288.75,                 22887360.00,78800
,LEMONTREE,EQ,       138.18,                288711734.89,2084397
,LEXUS,EQ,        33.00,                   395602.99,11960
,LFIC,EQ,       217.08,                   468033.78,2156
,LGBBROSLTD,EQ,      1257.40,                 13896352.50,11106
,LGHL,EQ,       687.30,                 20712230.40,30199
,LIBAS,EQ,        14.17,                  4510654.47,306247
,LIBERTSHOE,BE,       409.90,                  4114916.05,10117
,LICHSGFIN,EQ,       622.05,               1782276146.80,2892656
,LICMFGOLD,EQ,      8850.25,                 24637247.85,2780
,LICNETFGSC,EQ,        28.36,                   434887.50,15329
,LICNETFN50,EQ,       281.52,                  3150333.14,11209
,LICNETFSEN,EQ,       929.23,                   442468.77,477
,LICNFNHGP,EQ,       278.66,                   676958.54,2439
,LICNMID100,EQ,        59.07,                   894261.62,15209
,LIKHITHA,EQ,       291.15,                 23667862.10,80665
,LINC,EQ,       145.70,                  4553417.75,31214
,LINCOLN,EQ,       563.10,                 12103015.90,21486
,LINDEINDIA,EQ,      6594.50,                239599137.50,36052
,LIQUID,EQ,       999.99,                208703837.64,208705
,LIQUID1,EQ,      1056.49,                286948709.73,271631
,LIQUIDADD,EQ,      1078.71,                583625692.79,541037
,LIQUIDBEES,EQ,       999.99,               6810603914.66,6810573
,LIQUIDBETF,EQ,      1036.38,                964141505.90,930297
,LIQUIDCASE,EQ,       109.20,               1221447596.68,11185444
,LIQUIDETF,EQ,       999.99,                 84719828.55,84720
,LIQUIDIETF,EQ,       999.99,               1772249739.96,1772250
,LIQUIDPLUS,EQ,      1038.47,                 17036355.54,16405
,LIQUIDSBI,EQ,       999.99,                 22783819.19,22784
,LIQUIDSHRI,EQ,      1058.88,                  3604442.14,3404
,LLOYDS,ST,        95.10,                   745800.00,8000
,LLOYDSENGG,EQ,        64.30,               2062451867.47,32358910
,LLOYDSENPP,E1,        44.49,                231398465.06,5265794
,LLOYDSENT,EQ,        80.50,                300313090.26,3757456
,LLOYDSME,EQ,      1548.00,               2249667692.60,1464195
,LMW,EQ,     16190.00,                110475433.00,6850
,LOKESHMACH,BE,       183.97,                  1934157.99,10670
,LORDSCHLO,EQ,       154.39,                  5884467.77,38022
,LOTUSEYE,EQ,        71.49,                  1037939.69,14527
,LOVABLE,EQ,       101.36,                  2643694.97,25910
,LOWVOL,EQ,       204.64,                   392933.27,1925
,LOWVOL1,EQ,        20.82,                  5404917.99,260385
,LOWVOLIETF,EQ,        21.96,                 17674958.94,807230
,LOYALTEX,EQ,       286.95,                   357002.45,1238
,LPDC,EQ,         8.90,                   376896.35,42091
,LRRPL,ST,        73.45,                   110175.00,1500
,LTF,EQ,       206.14,               2546170280.30,12459462
,LTFOODS,EQ,       441.40,                460328881.15,1035184
,LTGILTBEES,EQ,        28.85,                 83586870.86,2897160
,LTTS,EQ,      4319.20,                631648360.20,146080
,LUMAXIND,EQ,      3287.50,                 17857235.00,5433
,LUMAXTECH,EQ,      1176.55,                313688161.65,269408
,LUPIN,EQ,      1928.70,               3335352992.30,1733659
,LUXIND,EQ,      1454.40,                 27668560.40,18937
,LXCHEM,EQ,       197.84,                 86350567.94,433358
,LYKALABS,EQ,       115.26,                  3193185.35,27727
,LYPSAGEMS,BE,         7.95,                   243824.76,30903
,M&MFIN,EQ,       269.00,                488418333.40,1824794
,M&MFIN,N3,      2187.00,                  1331727.42,609
,MAANALU,BE,       126.94,                  6231457.83,49433
,MACPOWER,BE,      1022.80,                  4266301.85,4171
,MADHAV,EQ,        47.44,                  7504706.91,153919
,MADHAVBAUG,ST,       155.00,                  1054000.00,6800
,MADHUCON,BE,         7.36,                  1075266.32,144084
,MADHUSUDAN,SM,       148.50,                  1936500.00,13000
,MADRASFERT,EQ,        92.48,                 13403274.45,144900
,MAFANG,EQ,       136.88,                 44070495.59,322236
,MAGADSUGAR,EQ,       664.85,                  5183281.60,7783
,MAGNUM,EQ,        25.48,                  3534789.96,139053
,MAGSON,ST,       139.90,                   139900.00,1000
,MAHABANK,EQ,        53.84,                544361129.34,10097515
,MAHAPEXLTD,EQ,       113.87,                   560467.21,4925
,MAHASTEEL,BE,       344.00,                  1384038.00,3948
,MAHEPC,EQ,       144.38,                  4510763.11,31057
,MAHESHWARI,EQ,        57.92,                   749008.92,12905
,MAHKTECH,EQ,        21.95,                 11260853.92,512591
,MAHLIFE,EQ,       361.20,                 82177442.25,225578
,MAHLOG,EQ,       337.35,                 25646557.75,75745
,MAHSCOOTER,EQ,     14193.00,                140325952.00,9945
,MAHSEAMLES,EQ,       760.70,               1009607233.75,1347198
,MAITHANALL,EQ,      1229.10,                 84792930.30,69150
,MAITREYA,SM,       277.65,                  1751620.00,6400
,MAKEINDIA,EQ,       146.07,                  1783648.38,12235
,MAKS,ST,        32.15,                    96450.00,3000
,MAL,ST,        73.35,                   352080.00,4800
,MALLCOM,EQ,      1284.80,                  8348945.00,6488
,MALUPAPER,EQ,        41.13,                   757085.14,18411
,MAMATA,EQ,       410.15,                117495114.15,286662
,MANAKALUCO,EQ,        25.78,                  2133815.91,83182
,MANAKCOAT,EQ,       129.57,                 21159717.90,163473
,MANAKSIA,EQ,        73.91,                  1815227.71,24571
,MANAKSTEEL,EQ,        61.04,                  2375217.70,38270
,MANALIPETC,EQ,        69.69,                 72354808.27,1033449
,MANAPPURAM,EQ,       274.10,               1634567283.44,6011183
,MANBA,EQ,       152.33,                 30775351.94,203437
,MANCREDIT,EQ,       199.15,                  7208772.66,36102
,MANDEEP,ST,        26.70,                   106400.00,4000
,MANGALAM,EQ,        79.17,                  1263635.73,15957
,MANGCHEFER,EQ,       269.00,                 69707109.00,256493
,MANGLMCEM,EQ,       737.45,                  9464379.05,12790
,MANINDS,EQ,       406.85,                465781183.25,1153185
,MANINFRA,EQ,       178.81,                201583234.81,1121155
,MANKIND,EQ,      2303.50,                885794008.40,384946
,MANOMAY,EQ,       166.23,                   856264.41,5148
,MANORAMA,EQ,      1420.60,                311933926.90,222753
,MANORG,BE,       574.90,                   884151.85,1536
,MANUGRAPH,BE,        20.39,                    85538.27,4209
,MANYAVAR,EQ,       801.55,                112409902.10,140008
,MAPMYINDIA,EQ,      1768.70,                107998190.40,61051
,MARALOVER,EQ,        73.89,                   695010.37,9320
,MARATHON,EQ,       633.85,                374872978.70,589521
,MARCO,SM,        45.80,                   479700.00,10500
,MARICO,EQ,       726.25,               2644478387.30,3673197
,MARINE,BE,       215.61,                 35230843.44,162870
,MARINETRAN,SM,        16.50,                   133600.00,8000
,MARKSANS,EQ,       247.05,                191445744.45,772005
,MASFIN,EQ,       308.95,                 96232069.25,311774
,MASKINVEST,BE,       159.80,                     7362.00,46
,MASON,ST,       167.05,                  4343300.00,26000
,MASPTOP50,EQ,        54.67,                  7102463.48,130008
,MASTEK,EQ,      2454.30,                155002629.40,62635
,MASTER,ST,       335.00,                   167500.00,500
,MASTERTR,EQ,       148.84,                  9853194.30,65833
,MATRIMONY,EQ,       538.40,                  3526800.40,6587
,MAWANASUG,EQ,       102.34,                  8114582.56,78869
,MAXESTATES,EQ,       504.80,                 25888199.50,51367
,MAXHEALTH,EQ,      1266.50,               5078431870.20,4025154
,MAXIND,EQ,       189.73,                  6468355.56,33886
,MAXPOSURE,SM,        53.15,                   266550.00,5000
,MAXVOLT,ST,       214.90,                   859600.00,4000
,MAYURUNIQ,EQ,       555.85,                 22190244.25,39846
,MAZDA,EQ,       246.00,                  2233391.25,9067
,MAZDOCK,EQ,      3121.90,               7504405056.00,2381173
,MBAPL,EQ,       437.50,                136551442.20,316764
,MBLINFRA,EQ,        44.22,                  9712562.87,219892
,MCL,EQ,        55.87,                  2246801.40,40036
,MCLEODRUSS,EQ,        34.16,                 23439813.21,686793
,MCLOUD,EQ,        72.59,                137922844.71,1887631
,MCON,SM,       102.60,                  2890050.00,28000
,MCX,EQ,      8839.00,               9961429037.50,1139514
,MEDANTA,EQ,      1133.40,                126266713.10,111403
,MEDIASSIST,EQ,       499.20,                153319106.10,305385
,MEDICAMEQ,EQ,       421.60,                 17591621.20,41655
,MEDICO,EQ,        49.00,                  3502272.39,71152
,MEDIORG,ST,        45.95,                   183800.00,4000
,MEDPLUS,EQ,       903.00,                155906087.15,173479
,MEGAFLEX,SM,        53.05,                  1129350.00,21000
,MEGASOFT,BE,        99.29,                 44835879.82,455901
,MEGASTAR,EQ,       276.60,                  3534868.10,12881
,MEGATHERM,SM,       361.50,                  6482660.00,18000
,MENONBE,EQ,       124.51,                  5548397.41,44482
,MEP,BZ,         2.22,                   126142.62,56821
,METAL,EQ,         9.56,                  7391545.95,778555
,METALIETF,EQ,         9.54,                 49477339.31,5227893
,METROBRAND,EQ,      1136.80,                776954985.20,687279
,METROPOLIS,EQ,      1692.30,                 38707235.80,22814
,MFML,BE,        28.32,                   162900.11,5752
,MFSL,EQ,      1634.30,                894787644.30,549494
,MGEL,EQ,        14.96,                 88398195.16,5961924
,MGL,EQ,      1447.10,                722641764.30,502032
,MHHL,SM,        57.55,                  1393050.00,24000
,MHLXMIRU,EQ,       221.10,                   919082.19,4159
,MHRIL,EQ,       341.25,                 31913144.05,93690
,MICEL,EQ,        53.86,                 82170105.62,1522577
,MICROPRO,SM,        23.95,                   147440.00,6400
,MID150,EQ,        21.95,                   790591.23,36104
,MID150BEES,EQ,       223.91,                254719290.69,1141880
,MID150CASE,EQ,        10.79,                 11017320.66,1020920
,MIDCAP,EQ,       170.09,                 22200909.43,131391
,MIDCAPETF,EQ,        22.06,                 28536518.33,1296110
,MIDCAPIETF,EQ,        22.39,                 11254635.05,503942
,MIDHANI,EQ,       434.45,                557736711.10,1270777
,MIDQ50ADD,EQ,       252.91,                  1932291.38,7672
,MIDSELIETF,EQ,        17.71,                  9807979.56,556176
,MIDSMALL,EQ,        50.94,                 11912300.22,233982
,MIEL,ST,        22.35,                    89800.00,4000
,MILTON,SM,        29.00,                   127600.00,4400
,MINDACORP,EQ,       511.95,                 65491444.25,128314
,MINDPOOL,SM,        58.80,                   235200.00,4000
,MINDSPACE,RR,       400.56,                216418462.83,540202
,MINDTECK,EQ,       243.05,                179495650.15,727658
,MIRCELECTR,BE,        17.10,                 19772981.85,1158182
,MIRZAINT,EQ,        30.79,                  3234221.48,104679
,MITCON,EQ,        84.20,                  1146459.85,13540
,MITTAL,EQ,         1.48,                   865504.24,579665
,MKPL,BE,         7.62,                   962806.27,125210
,MMFL,EQ,       376.30,                  9296029.70,24819
,MMP,EQ,       267.85,                 11496638.71,42708
,MMTC,EQ,        71.19,                 78039200.67,1095290
,MNC,EQ,        29.13,                  2531148.78,87190
,MOBIKWIK,EQ,       262.45,              19520667081.75,74463188
,MOCAPITAL,EQ,        46.81,                 30700189.51,658812
,MODEFENCE,EQ,        95.47,                292953132.76,3068241
,MODIRUBBER,BE,       118.00,                   122040.15,1032
,MODISONLTD,EQ,       174.88,                 66844619.08,390942
,MODTHREAD,EQ,        44.57,                   248717.60,5512
,MOGSEC,EQ,        61.60,                  1006214.42,16252
,MOHEALTH,EQ,        44.06,                  1824650.48,41513
,MOHITIND,EQ,        29.23,                   208326.71,7155
,MOIL,EQ,       387.20,                380762065.95,995068
,MOINFRA,EQ,        60.80,                   185235.82,3059
,MOKSH,EQ,        14.73,                  9139589.64,620746
,MOL,EQ,        96.58,                100752638.00,1035425
,MOLDTECH,EQ,       166.74,                 25903326.18,155519
,MOLDTKPAC,EQ,       688.75,                 19155630.10,27532
,MOLOWVOL,EQ,        38.12,                  1324358.32,34882
,MOM100,EQ,        63.61,                 22843818.09,360595
,MOM30IETF,EQ,        32.43,                 26744338.52,828431
,MOM50,EQ,       262.77,                  1529204.29,5838
,MOMENTUM,EQ,        32.30,                  1605534.30,49928
,MOMENTUM50,EQ,        55.07,                 44686847.27,813040
,MOMGF,EQ,       142.93,                    24579.29,171
,MOMOMENTUM,EQ,        64.67,                  7518490.38,116449
,MON100,EQ,       187.22,                262888317.41,1409270
,MON50EQUAL,EQ,        31.99,                   103584.62,3242
,MONARCH,EQ,       327.20,                 93186184.65,285610
,MONEXT50,EQ,        67.42,                    53010.65,788
,MONIFTY500,EQ,        23.69,                  6579004.53,278136
,MONOLITH,ST,       262.70,                 68465200.00,260000
,MONOPHARMA,SM,        24.50,                    49000.00,2000
,MONQ50,EQ,        74.85,                  5891893.86,78673
,MONTECARLO,EQ,       611.15,                 15941188.05,26273
,MOPSE,EQ,       100.02,                    10102.02,101
,MOQUALITY,EQ,       196.85,                    57205.61,291
,MOREALTY,EQ,       100.96,                 43304514.58,430643
,MOREPENLAB,EQ,        62.31,                137024157.67,2186775
,MOS,SM,       251.55,                 11690960.00,46400
,MOSCHIP,EQ,       181.43,                216739265.42,1189132
,MOSMALL250,EQ,        17.54,                 15437316.72,881937
,MOTILALOFS,EQ,       858.85,               1274246822.00,1477878
,MOTISONS,EQ,        19.98,                 51694708.81,2563904
,MOTOGENFIN,EQ,        26.54,                   130764.79,4915
,MOTOUR,EQ,        92.34,                   493437.24,5355
,MOVALUE,EQ,       104.07,                  6988121.08,67558
,MOXSH,SM,        28.35,                   263680.00,9600
,MPHASIS,EQ,      2802.50,               1534970420.20,551408
,MPSLTD,EQ,      2691.90,                 61996482.60,22669
,MPTODAY,SM,        40.85,                    81700.00,2000
,MRF,EQ,    142515.00,               1578184010.00,11171
,MRPL,EQ,       142.77,                462419648.98,3227224
,MSCIINDIA,EQ,        30.29,                 30907435.22,1020221
,MSPL,EQ,        27.47,                 18690544.65,677118
,MSTCLTD,EQ,       517.75,                 63525195.35,122833
,MSUMI,EQ,        60.12,                 83823390.87,1395421
,MTARTECH,EQ,      1616.50,                135484311.30,83554
,MTEDUCARE,BE,         2.13,                    93613.52,44364
,MTNL,EQ,        53.20,               1071058225.43,20006469
,MUFIN,EQ,        73.04,                 12947676.63,178022
,MUFTI,EQ,       164.00,                 54985408.09,335874
,MUKANDLTD,EQ,       139.47,                 65416144.23,467398
,MUKKA,EQ,        30.08,                 10618362.00,353338
,MUKTAARTS,EQ,        83.84,                   370510.14,4428
,MULTICAP,EQ,        16.43,                  4562373.98,278238
,MUNJALAU,EQ,        73.77,                 14381560.77,194151
,MUNJALSHOW,EQ,       129.02,                  6025651.98,46368
,MURUDCERA,EQ,        42.94,                   543991.02,12575
,MUTHOOTCAP,EQ,       324.55,                 29968367.20,91340
,MUTHOOTFIN,EQ,      2583.20,               1232380189.10,479575
,MUTHOOTMF,EQ,       140.75,                135764637.02,975600
,MVGJL,EQ,       241.14,                181637446.72,741535
,MVKAGRO,ST,       148.40,                  3027360.00,20400
,MWL,SM,       163.95,                  2949960.00,18000
,MYMUDRA,SM,        76.95,                   733860.00,9600
,NACLIND,BE,       198.08,                 46391587.72,235036
,NAGAFERT,BE,         5.41,                   611030.88,113920
,NAGREEKCAP,EQ,        25.97,                    70840.07,2735
,NAGREEKEXP,EQ,        28.71,                   162342.38,5634
,NAHARCAP,EQ,       329.75,                  2090871.40,6381
,NAHARINDUS,BE,       134.65,                  1183222.33,8734
,NAHARPOLY,BE,       353.80,                  2575958.30,7233
,NAHARSPING,EQ,       279.35,                 10159525.05,36576
,NAM-INDIA,EQ,       795.35,                599946357.45,758828
,NAMAN,ST,       107.30,                   865920.00,8000
,NAMOEWASTE,SM,       140.30,                 11113760.00,78400
,NARMADA,EQ,        18.95,                  2934429.88,154273
,NATCAPSUQ,EQ,       218.87,                   414386.68,1880
,NATCOPHARM,EQ,       871.15,                380914040.25,436164
,NATHBIOGEN,EQ,       209.23,                  3668427.99,17486
,NATIONALUM,EQ,       193.59,               2304419444.07,12011362
,NAVA,EQ,       591.90,                307440928.70,522040
,NAVINFLUOR,EQ,      4684.50,                286546509.60,60967
,NAVKARCORP,EQ,       111.44,                 55977426.88,497538
,NAVKARURB,BE,         1.72,                  1119793.06,665604
,NAVNETEDUL,EQ,       141.82,                  5302519.83,37344
,NAZARA,EQ,      1319.90,               1106993295.70,841422
,NBCC,EQ,       123.91,               1116844227.77,9009025
,NBIFIN,EQ,      2981.00,                  2206223.60,736
,NCC,EQ,       230.97,                721478178.59,3140549
,NCLIND,EQ,       227.74,                 63183917.04,276506
,NDGL,EQ,      4242.00,                   144754.20,34
,NDL,EQ,         3.78,                 13166588.69,3459937
,NDLVENTURE,BE,        65.31,                    61958.68,955
,NDRAUTO,EQ,       967.55,                 33044936.15,34340
,NDTV,BE,       157.57,                  3564604.91,22679
,NECCLTD,EQ,        24.61,                  1834905.57,74286
,NECLIFE,EQ,        22.56,                 22613463.37,999234
,NEELAM,ST,        25.90,                  2581500.00,102000
,NELCAST,EQ,       148.11,                189045582.38,1286481
,NELCO,EQ,      1037.80,                123844930.50,117864
,NEOGEN,EQ,      1632.30,                 28969579.50,17652
,NEPHROCARE,SM,       121.75,                  2399580.00,20000
,NEPTUNE,SM,       142.35,                  3139600.00,22000
,NESCO,EQ,      1119.80,                400923305.70,358706
,NETF,EQ,       273.58,                   858700.46,3149
,NETWEB,EQ,      1832.10,                404873787.40,220063
,NETWORK18,EQ,        59.54,               1177999991.33,19533484
,NEULANDLAB,EQ,     11962.00,                497733222.00,41590
,NEWGEN,EQ,      1179.00,               4413014606.30,3642767
,NEWJAISA,ST,        38.95,                  2295825.00,60000
,NEXT30ADD,EQ,        38.96,                   189172.63,4827
,NEXT50,EQ,       696.38,                 13347522.50,19271
,NEXT50IETF,EQ,        71.41,                585208766.00,8247643
,NEXTMEDIA,EQ,         6.93,                   130079.20,19042
,NFL,EQ,       100.43,                145529469.18,1448402
,NGIL,EQ,        29.04,                   357476.25,12295
,NGLFINE,BE,      1034.00,                   157159.80,152
,NH,EQ,      2073.30,               2396806378.30,1143820
,NHIT,IV,       133.00,                 29932500.00,225000
,NHPC,EQ,        85.38,                885917313.81,10445731
,NIACL,EQ,       185.63,                123957230.46,663553
,NIBE,EQ,      1695.90,                 67197598.90,39839
,NIBL,BE,        27.94,                   566689.45,20054
,NIDAN,SM,        20.80,                    82600.00,4000
,NIF100BEES,EQ,       274.04,                 46152048.03,169013
,NIF100IETF,EQ,        28.86,                  6146553.75,213652
,NIF10GETF,EQ,        26.06,                     7637.71,293
,NIF5GETF,EQ,        62.77,                     6902.73,110
,NIFITETF,EQ,       399.21,                   175594.76,440
,NIFMID150,EQ,       218.17,                   336433.16,1543
,NIFTY1,EQ,       278.85,                 16509413.28,59463
,NIFTY100EW,EQ,        33.04,                   900339.04,27369
,NIFTY50ADD,EQ,       264.65,                  5962883.59,22632
,NIFTYBEES,EQ,       286.39,               2913455285.35,10212702
,NIFTYBETF,EQ,       258.65,                  2611558.30,10141
,NIFTYETF,EQ,       273.67,                 82427260.32,301707
,NIFTYIETF,EQ,       285.08,                422235546.53,1484040
,NIFTYQLITY,EQ,        21.61,                  2476663.30,114855
,NIITLTD,EQ,       131.50,                 49298158.95,374347
,NIITMTS,EQ,       337.20,                 71491804.20,212052
,NIKITA,SM,        95.65,                  1740600.00,18000
,NILAINFRA,EQ,        12.53,                  9541298.25,757322
,NILASPACES,EQ,        12.07,                  2846151.23,233970
,NILKAMAL,EQ,      1737.90,                  4052580.30,2333
,NINSYS,EQ,       470.15,                   986727.85,2097
,NIPPOBATRY,EQ,       483.75,                  1167102.55,2419
,NIRAJ,EQ,        55.89,                   935782.91,16854
,NIRMAN,ST,       196.55,                  4157745.00,21000
,NITCO,EQ,       135.26,                 41980238.61,310984
