Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-JUN-2025,METROPOLIS,1692.40,1708.10,-0.0092,0.0184,0.0184,0.3515
26-JUN-2025,MFML,28.32,29.82,-0.0516,0.0304,0.0306,0.5846
26-JUN-2025,MFSL,1634.30,1627.80,0.0040,0.0174,0.0174,0.3324
26-JUN-2025,MGEL,14.96,15.01,-0.0033,0.0382,0.0381,0.7279
26-JUN-2025,MGL,1447.20,1445.50,0.0012,0.0242,0.0242,0.4623
26-JUN-2025,MGLFL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,MHLXMIRU,220.65,218.27,0.0108,0.0364,0.0363,0.6935
26-JUN-2025,MHRIL,340.85,342.05,-0.0035,0.0211,0.0211,0.4031
26-JUN-2025,MICEL,53.86,53.97,-0.0020,0.0416,0.0415,0.7929
26-JUN-2025,MID150,21.95,21.82,0.0059,0.0148,0.0148,0.2828
26-JUN-2025,MID150BEES,223.91,222.67,0.0056,0.0112,0.0112,0.2140
26-JUN-2025,MID150CASE,10.79,10.75,0.0037,0.0095,0.0095,0.1815
26-JUN-2025,MIDCAP,170.09,169.36,0.0043,0.0120,0.0119,0.2273
26-JUN-2025,MIDCAPETF,22.06,21.99,0.0032,0.0117,0.0117,0.2235
26-JUN-2025,MIDCAPIETF,22.39,22.29,0.0045,0.0112,0.0112,0.2140
26-JUN-2025,MIDHANI,434.45,435.45,-0.0023,0.0313,0.0312,0.5961
26-JUN-2025,MIDQ50ADD,252.91,251.73,0.0047,0.0101,0.0101,0.1930
26-JUN-2025,MIDSELIETF,17.71,17.63,0.0045,0.0134,0.0134,0.2560
26-JUN-2025,MIDSMALL,50.94,50.83,0.0022,0.0122,0.0121,0.2312
26-JUN-2025,MILIND,69.95,69.95,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,MINDACORP,512.05,511.65,0.0008,0.0244,0.0244,0.4662
26-JUN-2025,MINDSPACE,400.55,403.77,-0.0080,0.0104,0.0104,0.1987
26-JUN-2025,MINDTECK,243.05,232.10,0.0461,0.0403,0.0403,0.7699
26-JUN-2025,MIRCELECTR,17.13,16.50,0.0375,0.0354,0.0354,0.6763
26-JUN-2025,MIRZAINT,30.79,31.05,-0.0084,0.0283,0.0282,0.5388
26-JUN-2025,MITCON,84.20,84.50,-0.0036,0.0356,0.0355,0.6782
26-JUN-2025,MITTAL,1.48,1.48,0.0000,0.0328,0.0327,0.6247
26-JUN-2025,MKPL,7.62,7.73,-0.0143,0.0344,0.0344,0.6572
26-JUN-2025,MMFL,376.20,374.90,0.0035,0.0242,0.0242,0.4623
26-JUN-2025,MMP,267.85,269.13,-0.0048,0.0282,0.0282,0.5388
26-JUN-2025,MMTC,71.18,71.30,-0.0017,0.0352,0.0351,0.6706
26-JUN-2025,MNC,29.13,28.99,0.0048,0.0098,0.0098,0.1872
26-JUN-2025,MOBIKWIK,262.45,245.55,0.0666,0.0300,0.0303,0.5789
26-JUN-2025,MOCAPITAL,46.81,46.73,0.0017,0.0118,0.0118,0.2254
26-JUN-2025,MODEFENCE,95.47,95.07,0.0042,0.0167,0.0166,0.3171
26-JUN-2025,MODIRUBBER,118.00,118.68,-0.0057,0.0324,0.0323,0.6171
26-JUN-2025,MODISONLTD,174.88,161.06,0.0823,0.0332,0.0337,0.6438
26-JUN-2025,MODTHREAD,44.65,44.62,0.0007,0.0826,0.0824,1.5742
26-JUN-2025,MOGSEC,61.60,61.59,0.0002,0.0060,0.0060,0.1146
26-JUN-2025,MOHEALTH,44.06,43.93,0.0030,0.0107,0.0106,0.2025
26-JUN-2025,MOHITIND,29.23,29.07,0.0055,0.0313,0.0312,0.5961
26-JUN-2025,MOIL,387.20,372.80,0.0379,0.0282,0.0283,0.5407
26-JUN-2025,MOINFRA,60.80,60.40,0.0066,0.0032,0.0032,0.0611
26-JUN-2025,MOKSH,14.73,14.80,-0.0047,0.0353,0.0352,0.6725
26-JUN-2025,MOL,96.58,97.78,-0.0123,0.0275,0.0275,0.5254
26-JUN-2025,MOLDTECH,166.85,164.37,0.0150,0.0320,0.0319,0.6094
26-JUN-2025,MOLDTKPAC,688.65,701.85,-0.0190,0.0204,0.0204,0.3897
26-JUN-2025,MOLIND,3.20,3.20,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,MOLOWVOL,38.12,37.77,0.0092,0.0092,0.0092,0.1758
26-JUN-2025,MOM100,63.62,63.25,0.0058,0.0120,0.0120,0.2293
26-JUN-2025,MOM30IETF,32.43,32.27,0.0049,0.0127,0.0127,0.2426
26-JUN-2025,MOM50,262.77,260.19,0.0099,0.0087,0.0088,0.1681
26-JUN-2025,MOMENTUM,32.30,32.12,0.0056,0.0121,0.0120,0.2293
26-JUN-2025,MOMENTUM50,55.07,54.99,0.0015,0.0117,0.0116,0.2216
26-JUN-2025,MOMGF,142.93,142.70,0.0016,0.0021,0.0021,0.0401
26-JUN-2025,MOMOMENTUM,64.67,64.54,0.0020,0.0129,0.0128,0.2445
26-JUN-2025,MON100,187.22,185.11,0.0113,0.0147,0.0147,0.2808
26-JUN-2025,MON50EQUAL,31.99,31.76,0.0072,0.0034,0.0034,0.0650
26-JUN-2025,MONARCH,327.15,321.75,0.0166,0.0280,0.0279,0.5330
26-JUN-2025,MONEXT50,67.42,67.05,0.0055,0.0032,0.0033,0.0630
26-JUN-2025,MONIFTY500,23.69,23.60,0.0038,0.0087,0.0087,0.1662
26-JUN-2025,MONQ50,74.85,74.71,0.0019,0.0169,0.0168,0.3210
26-JUN-2025,MONTECARLO,611.15,610.00,0.0019,0.0242,0.0241,0.4604
26-JUN-2025,MOPSE,100.02,99.03,0.0099,0.0025,0.0026,0.0497
26-JUN-2025,MOQUALITY,196.85,196.29,0.0028,0.0123,0.0123,0.2350
26-JUN-2025,MOREALTY,100.96,101.74,-0.0077,0.0165,0.0164,0.3133
26-JUN-2025,MOREPENLAB,62.31,62.89,-0.0093,0.0329,0.0328,0.6266
26-JUN-2025,MOSCHIP,181.43,179.51,0.0106,0.0364,0.0363,0.6935
26-JUN-2025,MOSMALL250,17.54,17.49,0.0029,0.0120,0.0120,0.2293
26-JUN-2025,MOTHERSON,154.39,153.36,0.0067,0.0223,0.0222,0.4241
26-JUN-2025,MOTILALOFS,858.85,869.00,-0.0117,0.0320,0.0319,0.6094
26-JUN-2025,MOTISONS,19.98,20.34,-0.0179,0.0329,0.0329,0.6286
26-JUN-2025,MOTOGENFIN,26.50,26.57,-0.0026,0.0305,0.0304,0.5808
26-JUN-2025,MOTOUR,92.34,91.85,0.0053,0.0020,0.0021,0.0401
26-JUN-2025,MOVALUE,104.05,102.49,0.0151,0.0136,0.0137,0.2617
26-JUN-2025,MPHASIS,2802.50,2752.60,0.0180,0.0210,0.0209,0.3993
26-JUN-2025,MPSLTD,2692.60,2786.30,-0.0342,0.0323,0.0323,0.6171
26-JUN-2025,MRF,142515.00,139250.00,0.0232,0.0135,0.0135,0.2579
26-JUN-2025,MRPL,142.77,141.23,0.0108,0.0298,0.0297,0.5674
26-JUN-2025,MSCIINDIA,30.29,29.90,0.0130,0.0070,0.0070,0.1337
26-JUN-2025,MSPL,27.47,27.96,-0.0177,0.0296,0.0295,0.5636
26-JUN-2025,MSTCLTD,517.75,519.45,-0.0033,0.0308,0.0307,0.5865
26-JUN-2025,MSUMI,60.12,59.76,0.0060,0.0155,0.0155,0.2961
26-JUN-2025,MTARTECH,1616.50,1613.50,0.0019,0.0249,0.0249,0.4757
26-JUN-2025,MTEDUCARE,2.14,2.11,0.0141,0.0307,0.0307,0.5865
26-JUN-2025,MTNL,53.20,53.12,0.0015,0.0393,0.0392,0.7489
26-JUN-2025,MUFIN,73.04,72.14,0.0124,0.0320,0.0320,0.6114
26-JUN-2025,MUFTI,164.01,168.47,-0.0268,0.0284,0.0284,0.5426
26-JUN-2025,MUKANDLTD,139.59,142.73,-0.0222,0.0307,0.0306,0.5846
26-JUN-2025,MUKKA,30.08,30.00,0.0027,0.0230,0.0230,0.4394
26-JUN-2025,MUKTAARTS,83.84,84.06,-0.0026,0.0316,0.0315,0.6018
26-JUN-2025,MULTICAP,16.43,16.30,0.0079,0.0086,0.0086,0.1643
26-JUN-2025,MUNJALAU,73.78,74.91,-0.0152,0.0287,0.0286,0.5464
26-JUN-2025,MUNJALSHOW,129.03,129.75,-0.0056,0.0239,0.0239,0.4566
26-JUN-2025,MURUDCERA,42.95,43.23,-0.0065,0.0302,0.0301,0.5751
26-JUN-2025,MUTHOOTCAP,324.55,325.75,-0.0037,0.0257,0.0256,0.4891
26-JUN-2025,MUTHOOTFIN,2583.20,2574.10,0.0035,0.0198,0.0198,0.3783
26-JUN-2025,MUTHOOTMF,140.75,133.04,0.0563,0.0220,0.0223,0.4260
26-JUN-2025,MVGJL,241.15,257.43,-0.0653,0.0342,0.0344,0.6572
26-JUN-2025,NACLIND,198.08,188.64,0.0488,0.0373,0.0374,0.7145
26-JUN-2025,NAGAFERT,5.40,5.30,0.0187,0.0331,0.0331,0.6324
26-JUN-2025,NAGREEKCAP,25.97,26.15,-0.0069,0.0364,0.0363,0.6935
26-JUN-2025,NAGREEKEXP,28.80,28.80,0.0000,0.0354,0.0353,0.6744
26-JUN-2025,NAHARCAP,329.45,328.00,0.0044,0.0283,0.0282,0.5388
26-JUN-2025,NAHARINDUS,134.65,135.69,-0.0077,0.0288,0.0288,0.5502
26-JUN-2025,NAHARPOLY,353.80,356.70,-0.0082,0.0350,0.0349,0.6668
26-JUN-2025,NAHARSPING,279.35,272.40,0.0252,0.0295,0.0295,0.5636
26-JUN-2025,NAM-INDIA,795.35,792.60,0.0035,0.0267,0.0266,0.5082
26-JUN-2025,NANDINI,14.00,14.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,NARMADA,18.95,18.59,0.0192,0.0289,0.0288,0.5502
26-JUN-2025,NATCAPSUQ,218.56,220.09,-0.0070,0.0293,0.0292,0.5579
26-JUN-2025,NATCOPHARM,871.20,878.80,-0.0087,0.0252,0.0252,0.4814
26-JUN-2025,NATHBIOGEN,209.17,210.82,-0.0079,0.0240,0.0239,0.4566
26-JUN-2025,NATIONALUM,193.59,187.94,0.0296,0.0278,0.0278,0.5311
26-JUN-2025,NAUKRI,1516.40,1509.60,0.0045,0.0214,0.0214,0.4088
26-JUN-2025,NAVA,591.90,591.90,0.0000,0.0315,0.0314,0.5999
26-JUN-2025,NAVINFLUOR,4684.40,4704.20,-0.0042,0.0194,0.0194,0.3706
26-JUN-2025,NAVKARCORP,111.43,112.36,-0.0083,0.0354,0.0354,0.6763
26-JUN-2025,NAVKARURB,1.72,1.64,0.0476,0.0241,0.0242,0.4623
26-JUN-2025,NAVNETEDUL,141.82,143.16,-0.0094,0.0197,0.0197,0.3764
26-JUN-2025,NAWRATAN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,NAZARA,1319.90,1318.60,0.0010,0.0234,0.0233,0.4451
26-JUN-2025,NBCC,123.91,124.90,-0.0080,0.0312,0.0311,0.5942
26-JUN-2025,NBIFIN,2981.00,3018.80,-0.0126,0.0278,0.0277,0.5292
26-JUN-2025,NCC,230.97,227.40,0.0156,0.0282,0.0281,0.5368
26-JUN-2025,NCCL,12.10,12.10,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,NCLIND,227.74,226.61,0.0050,0.0212,0.0211,0.4031
26-JUN-2025,NDGL,4242.00,4330.00,-0.0205,0.0300,0.0300,0.5731
26-JUN-2025,NDL,3.78,3.76,0.0053,0.0346,0.0345,0.6591
26-JUN-2025,NDLVENTURE,65.31,65.65,-0.0052,0.0318,0.0318,0.6075
26-JUN-2025,NDRAUTO,966.50,969.70,-0.0033,0.0376,0.0375,0.7164
26-JUN-2025,NDRINVIT,109.00,109.00,0.0000,0.0043,0.0043,0.0822
26-JUN-2025,NDTV,157.44,157.72,-0.0018,0.0295,0.0294,0.5617
26-JUN-2025,NECCLTD,24.61,24.09,0.0214,0.0350,0.0350,0.6687
26-JUN-2025,NECLIFE,22.56,22.38,0.0080,0.0346,0.0345,0.6591
26-JUN-2025,NELCAST,148.16,138.40,0.0681,0.0331,0.0334,0.6381
26-JUN-2025,NELCO,1037.85,1056.85,-0.0181,0.0322,0.0322,0.6152
26-JUN-2025,NEOGEN,1632.20,1670.20,-0.0230,0.0303,0.0302,0.5770
26-JUN-2025,NEPACL,9.30,9.30,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,NESCO,1119.80,1091.15,0.0259,0.0190,0.0191,0.3649
26-JUN-2025,NESTLEIND,2431.40,2404.40,0.0112,0.0118,0.0118,0.2254
26-JUN-2025,NETF,273.58,270.29,0.0121,0.0095,0.0095,0.1815
26-JUN-2025,NETWEB,1832.10,1837.60,-0.0030,0.0321,0.0320,0.6114
26-JUN-2025,NETWORK18,59.54,61.81,-0.0374,0.0312,0.0313,0.5980
26-JUN-2025,NEULANDLAB,11962.00,12020.00,-0.0048,0.0343,0.0342,0.6534
26-JUN-2025,NEWAGE,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,NEWERA,8.50,8.50,0.0000,0.0038,0.0038,0.0726
26-JUN-2025,NEWGEN,1179.00,1151.60,0.0235,0.0355,0.0354,0.6763
26-JUN-2025,NEXT30ADD,38.83,38.87,-0.0010,0.0080,0.0080,0.1528
26-JUN-2025,NEXT50,696.36,691.24,0.0074,0.0126,0.0126,0.2407
26-JUN-2025,NEXT50IETF,71.41,70.81,0.0084,0.0115,0.0115,0.2197
26-JUN-2025,NEXTMEDIA,6.92,7.00,-0.0115,0.0327,0.0326,0.6228
26-JUN-2025,NFL,100.43,100.95,-0.0052,0.0300,0.0299,0.5712
26-JUN-2025,NGIL,29.04,29.08,-0.0014,0.0302,0.0302,0.5770
26-JUN-2025,NGLFINE,1030.30,1025.10,0.0051,0.0319,0.0319,0.6094
26-JUN-2025,NH,2073.20,2059.00,0.0069,0.0190,0.0190,0.3630
26-JUN-2025,NHIT,133.00,133.29,-0.0022,0.0054,0.0054,0.1032
26-JUN-2025,NHPC,85.38,84.97,0.0048,0.0230,0.0229,0.4375
26-JUN-2025,NIACL,185.63,190.25,-0.0246,0.0297,0.0297,0.5674
26-JUN-2025,NIBE,1696.10,1687.60,0.0050,0.0351,0.0350,0.6687
26-JUN-2025,NIBL,27.94,27.54,0.0144,0.0367,0.0366,0.6992
26-JUN-2025,NIF100BEES,274.04,271.48,0.0094,0.0083,0.0083,0.1586
26-JUN-2025,NIF100IETF,28.86,28.52,0.0119,0.0085,0.0085,0.1624
26-JUN-2025,NIF10GETF,26.06,25.99,0.0027,0.0108,0.0108,0.2063
26-JUN-2025,NIF5GETF,62.77,62.44,0.0053,0.0105,0.0105,0.2006
26-JUN-2025,NIFITETF,399.21,400.53,-0.0033,0.0136,0.0135,0.2579
26-JUN-2025,NIFMID150,218.17,217.00,0.0054,0.0133,0.0132,0.2522
26-JUN-2025,NIFTY1,278.84,275.54,0.0119,0.0080,0.0080,0.1528
26-JUN-2025,NIFTY100EW,33.04,32.62,0.0128,0.0068,0.0068,0.1299
26-JUN-2025,NIFTY50ADD,264.65,261.79,0.0109,0.0093,0.0093,0.1777
26-JUN-2025,NIFTYBEES,286.39,283.39,0.0105,0.0081,0.0081,0.1548
26-JUN-2025,NIFTYBETF,258.65,255.71,0.0114,0.0089,0.0090,0.1719
26-JUN-2025,NIFTYETF,273.67,270.39,0.0121,0.0088,0.0088,0.1681
26-JUN-2025,NIFTYIETF,285.08,281.84,0.0114,0.0084,0.0084,0.1605
26-JUN-2025,NIFTYQLITY,21.61,21.44,0.0079,0.0099,0.0099,0.1891
26-JUN-2025,NIITLTD,131.50,131.56,-0.0005,0.0349,0.0348,0.6649
26-JUN-2025,NIITMTS,337.20,337.35,-0.0004,0.0230,0.0230,0.4394
26-JUN-2025,NILAINFRA,12.53,12.51,0.0016,0.0350,0.0349,0.6668
26-JUN-2025,NILASPACES,12.07,12.09,-0.0017,0.0320,0.0319,0.6094
26-JUN-2025,NILKAMAL,1737.80,1720.30,0.0101,0.0158,0.0158,0.3019
26-JUN-2025,NINSYS,470.15,469.60,0.0012,0.0276,0.0276,0.5273
26-JUN-2025,NIPPOBATRY,484.00,475.05,0.0187,0.0269,0.0269,0.5139
26-JUN-2025,NIRAJ,55.86,55.65,0.0038,0.0345,0.0345,0.6591
26-JUN-2025,NIRAJISPAT,394.50,394.50,0.0000,0.0124,0.0123,0.2350
26-JUN-2025,NITCO,135.26,134.67,0.0044,0.0302,0.0302,0.5770
26-JUN-2025,NITINSPIN,398.00,384.85,0.0336,0.0257,0.0258,0.4929
26-JUN-2025,NITIRAJ,205.15,205.09,0.0003,0.0368,0.0367,0.7012
26-JUN-2025,NIVABUPA,81.98,82.02,-0.0005,0.0226,0.0226,0.4318
26-JUN-2025,NKIND,70.98,69.92,0.0150,0.0385,0.0384,0.7336
26-JUN-2025,NKTEXTILE,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,NLCINDIA,228.68,228.05,0.0028,0.0283,0.0282,0.5388
26-JUN-2025,NMDC,70.55,69.02,0.0219,0.0230,0.0230,0.4394
26-JUN-2025,NOCIL,187.64,189.52,-0.0100,0.0256,0.0255,0.4872
26-JUN-2025,NOIDATOLL,3.80,3.76,0.0106,0.0333,0.0332,0.6343
26-JUN-2025,NORBTEAEXP,33.77,34.28,-0.0150,0.0309,0.0308,0.5884
26-JUN-2025,NORTHARC,241.12,243.11,-0.0082,0.0225,0.0224,0.4280
26-JUN-2025,NOVAAGRI,49.72,49.83,-0.0022,0.0266,0.0266,0.5082
26-JUN-2025,NPBET,291.22,288.69,0.0087,0.0108,0.0108,0.2063
26-JUN-2025,NPST,1933.40,1899.60,0.0176,0.0105,0.0105,0.2006
26-JUN-2025,NRAIL,335.50,334.90,0.0018,0.0305,0.0304,0.5808
26-JUN-2025,NRBBEARING,293.40,290.15,0.0111,0.0261,0.0260,0.4967
26-JUN-2025,NRL,80.73,77.90,0.0357,0.0384,0.0384,0.7336
26-JUN-2025,NSIL,6897.00,6875.50,0.0031,0.0319,0.0318,0.6075
26-JUN-2025,NSLNISP,40.99,39.47,0.0378,0.0245,0.0245,0.4681
26-JUN-2025,NTPC,337.15,330.85,0.0189,0.0172,0.0172,0.3286
26-JUN-2025,NTPCGREEN,106.75,107.24,-0.0046,0.0192,0.0191,0.3649
26-JUN-2025,NUCLEUS,1185.00,1182.50,0.0021,0.0316,0.0315,0.6018
26-JUN-2025,NURECA,279.15,282.20,-0.0109,0.0317,0.0317,0.6056
26-JUN-2025,NUVAMA,7901.00,7504.50,0.0515,0.0290,0.0292,0.5579
26-JUN-2025,NUVOCO,352.15,348.65,0.0100,0.0183,0.0183,0.3496
26-JUN-2025,NV20,150.05,149.34,0.0047,0.0140,0.0139,0.2656
26-JUN-2025,NV20BEES,150.68,149.73,0.0063,0.0088,0.0088,0.1681
26-JUN-2025,NV20IETF,14.66,14.60,0.0041,0.0084,0.0084,0.1605
26-JUN-2025,NXST,140.92,140.15,0.0055,0.0102,0.0102,0.1949
26-JUN-2025,NXT-INFRA,101.75,101.75,0.0000,0.0076,0.0075,0.1433
26-JUN-2025,NYKAA,206.85,204.14,0.0132,0.0198,0.0198,0.3783
26-JUN-2025,OAL,389.50,395.70,-0.0158,0.0333,0.0332,0.6343
26-JUN-2025,OBCL,55.07,54.98,0.0016,0.0227,0.0227,0.4337
26-JUN-2025,OBEROIRLTY,1982.30,1989.00,-0.0034,0.0223,0.0222,0.4241
26-JUN-2025,OCCL,215.78,225.61,-0.0445,0.0358,0.0358,0.6840
26-JUN-2025,OCCLLTD,118.83,121.44,-0.0217,0.0283,0.0283,0.5407
26-JUN-2025,ODIGMA,38.42,38.45,-0.0008,0.0217,0.0217,0.4146
26-JUN-2025,OEGIL,25.70,25.70,0.0000,0.0008,0.0008,0.0153
26-JUN-2025,OFSS,9074.50,9177.50,-0.0113,0.0233,0.0233,0.4451
26-JUN-2025,OIL,442.30,441.10,0.0027,0.0266,0.0265,0.5063
26-JUN-2025,OILCOUNTUB,97.75,92.85,0.0514,0.0330,0.0331,0.6324
26-JUN-2025,OILIETF,11.77,11.59,0.0154,0.0101,0.0101,0.1930
26-JUN-2025,OLAELEC,43.16,43.26,-0.0023,0.0295,0.0294,0.5617
26-JUN-2025,OLECTRA,1188.80,1188.50,0.0003,0.0288,0.0288,0.5502
26-JUN-2025,OMAXAUTO,88.07,89.27,-0.0135,0.0313,0.0313,0.5980
26-JUN-2025,OMAXE,102.87,104.15,-0.0124,0.0340,0.0340,0.6496
26-JUN-2025,OMINFRAL,134.16,130.04,0.0312,0.0344,0.0344,0.6572
26-JUN-2025,ONELIFECAP,13.76,14.32,-0.0399,0.0410,0.0410,0.7833
26-JUN-2025,ONEPOINT,52.07,52.13,-0.0012,0.0384,0.0383,0.7317
26-JUN-2025,ONESOURCE,2002.80,1999.50,0.0016,0.0210,0.0210,0.4012
26-JUN-2025,ONGC,244.72,241.91,0.0115,0.0198,0.0198,0.3783
26-JUN-2025,ONMOBILE,54.51,55.62,-0.0202,0.0334,0.0333,0.6362
26-JUN-2025,ONWARDTEC,370.80,330.30,0.1157,0.0337,0.0346,0.6610
26-JUN-2025,OPTIEMUS,637.70,652.30,-0.0226,0.0368,0.0368,0.7031
26-JUN-2025,ORBTEXP,214.37,178.64,0.1823,0.0328,0.0351,0.6706
26-JUN-2025,ORCHASP,2.82,2.78,0.0143,0.0377,0.0376,0.7183
26-JUN-2025,ORCHPHARMA,703.45,703.30,0.0002,0.0327,0.0326,0.6228
26-JUN-2025,ORICONENT,45.02,44.98,0.0009,0.0307,0.0307,0.5865
26-JUN-2025,ORIENTALTL,12.65,13.30,-0.0501,0.0374,0.0374,0.7145
26-JUN-2025,ORIENTBELL,313.41,318.39,-0.0158,0.0271,0.0271,0.5177
26-JUN-2025,ORIENTCEM,238.00,227.50,0.0451,0.0265,0.0267,0.5101
26-JUN-2025,ORIENTCER,35.71,35.92,-0.0059,0.0306,0.0306,0.5846
26-JUN-2025,ORIENTELEC,222.37,219.98,0.0108,0.0216,0.0216,0.4127
26-JUN-2025,ORIENTHOT,151.07,150.66,0.0027,0.0297,0.0297,0.5674
26-JUN-2025,ORIENTLTD,95.49,92.05,0.0367,0.0329,0.0329,0.6286
26-JUN-2025,ORIENTPPR,28.88,29.06,-0.0062,0.0301,0.0301,0.5751
26-JUN-2025,ORIENTTECH,334.40,336.65,-0.0067,0.0293,0.0293,0.5598
26-JUN-2025,ORISSAMINE,4986.50,4944.00,0.0086,0.0293,0.0293,0.5598
26-JUN-2025,ORTINGLOBE,11.93,11.57,0.0306,0.0459,0.0459,0.8769
26-JUN-2025,OSIAHYPER,14.62,15.39,-0.0513,0.0299,0.0301,0.5751
26-JUN-2025,OSWALAGRO,90.06,93.35,-0.0359,0.0372,0.0372,0.7107
26-JUN-2025,OSWALGREEN,46.27,46.96,-0.0148,0.0365,0.0364,0.6954
26-JUN-2025,OSWALMIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-JUN-2025,OSWALPUMPS,677.20,657.70,0.0292,0.0032,0.0038,0.0726
26-JUN-2025,OSWALSEEDS,14.24,14.06,0.0127,0.0286,0.0285,0.5445
26-JUN-2025,PAGEIND,48700.00,48285.00,0.0086,0.0155,0.0155,0.2961
26-JUN-2025,PAISALO,31.43,31.04,0.0125,0.0315,0.0315,0.6018
26-JUN-2025,PAKKA,214.69,187.07,0.1377,0.0328,0.0341,0.6515
26-JUN-2025,PALASHSECU,130.12,127.14,0.0232,0.0329,0.0329,0.6286
26-JUN-2025,PALREDTEC,50.01,50.40,-0.0078,0.0308,0.0307,0.5865
26-JUN-2025,PANACEABIO,408.25,424.15,-0.0382,0.0357,0.0357,0.6820
26-JUN-2025,PANACHE,203.60,199.61,0.0198,0.0319,0.0318,0.6075
26-JUN-2025,PANAMAPET,355.45,362.10,-0.0185,0.0240,0.0240,0.4585
26-JUN-2025,PANSARI,228.30,228.30,0.0000,0.0325,0.0324,0.6190
26-JUN-2025,PAR,95.21,96.88,-0.0174,0.0332,0.0331,0.6324
26-JUN-2025,PARACABLES,56.73,57.90,-0.0204,0.0330,0.0330,0.6305
26-JUN-2025,PARADEEP,160.55,165.72,-0.0317,0.0309,0.0309,0.5903
26-JUN-2025,PARAGMILK,224.50,227.90,-0.0150,0.0301,0.0300,0.5731
26-JUN-2025,PARAS,1613.30,1592.70,0.0129,0.0346,0.0345,0.6591
26-JUN-2025,PARASPETRO,2.54,2.58,-0.0156,0.0447,0.0446,0.8521
26-JUN-2025,PARKHOTELS,164.59,165.58,-0.0060,0.0272,0.0271,0.5177
26-JUN-2025,PARSVNATH,19.30,18.35,0.0505,0.0351,0.0352,0.6725
26-JUN-2025,PASUPTAC,51.47,49.74,0.0342,0.0318,0.0318,0.6075
26-JUN-2025,PATANJALI,1652.30,1633.10,0.0117,0.0195,0.0195,0.3725
26-JUN-2025,PATELENG,40.95,41.21,-0.0063,0.0284,0.0283,0.5407
26-JUN-2025,PATINTLOG,15.59,15.48,0.0071,0.0334,0.0333,0.6362
26-JUN-2025,PAVNAIND,411.35,413.45,-0.0051,0.0346,0.0345,0.6591
26-JUN-2025,PAYTM,915.80,894.70,0.0233,0.0329,0.0329,0.6286
26-JUN-2025,PCBL,419.20,413.80,0.0130,0.0276,0.0275,0.5254
26-JUN-2025,PCJEWELLER,12.21,12.38,-0.0138,0.0351,0.0350,0.6687
26-JUN-2025,PDMJEPAPER,117.73,115.89,0.0158,0.0347,0.0346,0.6610
26-JUN-2025,PDSL,404.00,400.10,0.0097,0.0246,0.0246,0.4700
26-JUN-2025,PEARLPOLY,31.13,31.57,-0.0140,0.0380,0.0380,0.7260
26-JUN-2025,PEL,1149.70,1127.00,0.0199,0.0239,0.0239,0.4566
26-JUN-2025,PENIND,232.97,233.22,-0.0011,0.0346,0.0345,0.6591
26-JUN-2025,PENINLAND,28.35,28.19,0.0057,0.0348,0.0347,0.6629
26-JUN-2025,PERSISTENT,6055.50,6108.50,-0.0087,0.0229,0.0229,0.4375
26-JUN-2025,PETRONET,299.80,296.40,0.0114,0.0185,0.0185,0.3534
26-JUN-2025,PFC,420.25,412.90,0.0176,0.0267,0.0266,0.5082
26-JUN-2025,PFIZER,5677.50,5573.00,0.0186,0.0173,0.0173,0.3305
26-JUN-2025,PFOCUS,114.03,113.48,0.0048,0.0338,0.0338,0.6457
26-JUN-2025,PFS,42.91,42.60,0.0073,0.0308,0.0308,0.5884
26-JUN-2025,PGEL,753.35,762.70,-0.0123,0.0351,0.0351,0.6706
26-JUN-2025,PGHH,13421.00,13503.00,-0.0061,0.0129,0.0129,0.2465
26-JUN-2025,PGHL,5856.00,5904.00,-0.0082,0.0151,0.0151,0.2885
26-JUN-2025,PGIL,1486.10,1487.20,-0.0007,0.0376,0.0375,0.7164
26-JUN-2025,PGINVIT,91.27,91.88,-0.0067,0.0089,0.0089,0.1700
26-JUN-2025,PHARMABEES,22.23,22.21,0.0009,0.0100,0.0100,0.1910
26-JUN-2025,PHOENIXLTD,1627.40,1619.30,0.0050,0.0257,0.0257,0.4910
26-JUN-2025,PIDILITIND,3020.00,3005.90,0.0047,0.0125,0.0124,0.2369
26-JUN-2025,PIGL,145.46,145.31,0.0010,0.0296,0.0295,0.5636
26-JUN-2025,PIIND,4138.40,4168.00,-0.0071,0.0168,0.0167,0.3191
26-JUN-2025,PILANIINVS,5258.10,5228.90,0.0056,0.0281,0.0280,0.5349
26-JUN-2025,PILITA,15.27,15.59,-0.0207,0.0321,0.0320,0.6114
