MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,SFML,SUPREME FACILITY MGMT LTD,        33.20,        33.05,        33.05,        32.20,        32.95,                   833120.00,25600, ,        75.00,        27.40
N,SM,SHIVAUM,SHIV AUM STEELS LIMITED,       289.00,       302.00,       302.00,       302.00,       302.00,                   151000.00,500, ,       303.00,       237.50
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       571.00,       574.00,       574.00,       561.55,       570.00,                  2134837.50,3750, ,       852.90,       490.35
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,       108.00,       110.00,       111.85,       109.00,       110.00,                  1755150.00,16000, ,       215.00,        82.70
N,SM,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       153.70,       154.00,       155.00,       153.00,       153.00,                  5547360.00,36000, ,       173.00,       126.50
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        90.00,        90.00,        90.00,        87.70,        90.00,                   535400.00,6000, ,        95.50,        56.00
N,SM,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        16.90,        16.55,        16.55,        16.55,        16.55,                    16550.00,1000, ,        43.65,        14.50
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       386.50,       390.00,       390.00,       380.00,       383.00,                  1611600.00,4200, ,       449.00,       179.55
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       202.00,       212.10,       212.10,       212.10,       212.10,                   424200.00,2000, ,       355.35,       116.85
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       471.90,       467.80,       470.40,       459.20,       463.05,                 15513225.00,33500, ,       725.00,       435.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       224.00,       215.00,       220.05,       212.55,       218.90,                  1736250.00,8000, ,       264.95,       190.00
N,SM,SONAMAC,SONA MACHINERY LIMITED,        80.20,        75.00,        80.95,        75.00,        80.00,                   630900.00,8000, ,       249.90,        75.00
N,SM,SOTAC,SOTAC PHARMACEUTICALS LTD,       125.40,       131.65,       131.65,       125.40,       131.65,                 10098060.00,79200, ,       202.80,        88.05
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,       135.00,       132.00,       132.00,       128.50,       128.90,                  1467560.00,11200, ,       216.00,        95.40
N,SM,SPPPOLY,SPP POLYMER LIMITED,        17.70,        17.95,        17.95,        17.45,        17.65,                   106100.00,6000, ,        63.00,        13.25
N,SM,SPRL,SP REFRACTORIES LIMITED,       140.00,       139.95,       139.95,       139.95,       139.95,                   111960.00,800, ,       356.50,       104.55
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       402.55,       402.55,       404.00,       380.00,       390.95,                 40135640.00,102000, ,       695.45,       222.95
N,SM,SSFL,SRIVARI SPICES N FOODS L,       148.75,       151.20,       151.20,       147.00,       148.00,                  1923700.00,13000, ,       368.90,       138.00
N,SM,SWASTIK,SWASTIK PIPE LIMITED,        35.05,        34.90,        35.00,        34.15,        34.25,                   664800.00,19200, ,        81.00,        33.20
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       246.80,       245.15,       248.00,       245.15,       247.15,                  1382180.00,5600, ,       301.30,       192.25
N,SM,TAC,TAC INFOSEC LIMITED,      1019.60,      1030.00,      1030.00,       982.00,      1010.45,                 52786935.00,52100, ,      1697.00,       500.00
N,SM,TCL,THAAI CASTING LIMITED,        98.80,       102.45,       107.65,       101.10,       104.05,                  6415400.00,61600, ,       248.30,        77.15
N,SM,TEJASCARGO,TEJAS CARGO INDIA LIMITED,       174.45,       176.10,       198.00,       176.10,       190.00,                 15129000.00,81600, ,       198.00,       141.05
N,SM,THESL,THINKING HATS ENTER SOL L,        29.00,        27.70,        27.70,        27.55,        27.55,                   827850.00,30000, ,        61.00,        25.70
N,SM,TIMESCAN,TIMESCAN LOGISTICS IND L,        64.00,        64.00,        64.00,        64.00,        64.00,                   128000.00,2000, ,        93.00,        38.40
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       128.50,       128.50,       128.50,       126.20,       127.75,                  4584400.00,36000, ,       137.95,        42.00
N,SM,TRIDHYA,TRIDHYA TECH LIMITED,        19.20,        18.20,        19.05,        18.20,        19.05,                   168750.00,9000, ,        44.40,        18.20
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        31.25,        31.30,        31.50,        31.15,        31.25,                  1562700.00,50000, ,        64.00,        27.25
N,SM,UHTL,UNITED HEAT TRANSFER LTD,        73.50,        73.15,        73.15,        69.30,        69.80,                  2145400.00,30000, ,       128.70,        51.50
N,SM,UMA,UMA CONVERTER LIMITED,        26.25,        26.00,        27.00,        26.00,        26.20,                  1266200.00,48000, ,        45.05,        24.15
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       169.30,       170.00,       170.00,       167.10,       169.40,                   675800.00,4000, ,       191.00,       109.00
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        42.75,        43.60,        44.00,        42.00,        42.00,                  1233840.00,28800, ,        89.00,        40.00
N,SM,USASEEDS,UPSURGE SEEDS OF AGRI LTD,       165.00,       148.10,       160.00,       148.00,       158.15,                   547665.00,3600, ,       339.85,       130.70
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,       248.40,       244.15,       247.90,       236.55,       241.15,                   724925.00,3000, ,       337.95,       174.30
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       171.30,       174.60,       174.60,       166.55,       167.85,                 26507700.00,156000, ,       197.85,       146.00
N,SM,VIAZ,VIAZ TYRES LIMITED,        54.00,        53.95,        53.95,        53.95,        53.95,                   107900.00,2000, ,        73.50,        49.30
N,SM,VIESL,VISION INFRA EQUIP SOL L,       166.10,       166.50,       167.30,       158.00,       160.55,                 13909600.00,86400, ,       228.70,       111.95
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       390.40,       390.95,       392.00,       388.00,       388.50,                  1951975.00,5000, ,       450.00,       300.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1228.95,      1239.95,      1259.80,      1200.00,      1236.10,                 54765520.00,44200, ,      1442.50,       575.80
N,SM,VISAMAN,VISAMAN GLOBAL SALES LTD,        46.10,        46.00,        48.25,        43.25,        46.65,                  7590750.00,162000, ,        48.75,        34.00
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       163.95,       166.20,       170.00,       164.60,       164.65,                  6948350.00,42000, ,       414.00,       155.05
N,SM,VISHWAS,VISHWAS AGRI SEEDS LTD,        60.00,        58.65,        58.70,        58.65,        58.70,                   187760.00,3200, ,        94.00,        56.70
N,SM,VITAL,VITAL CHEMTECH LIMITED,        66.00,        63.55,        64.95,        63.50,        64.95,                   690540.00,10800, ,       115.40,        48.10
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        42.55,        42.30,        45.00,        41.25,        43.55,                  2852925.00,66000, ,       141.00,        40.00
N,SM,VOLERCAR,VOLER CAR LIMITED,        85.65,        84.60,        84.60,        84.55,        84.55,                   270640.00,3200, ,       115.75,        77.40
N,SM,VR,V R INFRASPACE LIMITED,       188.00,       185.00,       225.55,       185.00,       191.00,                   482040.00,2400, ,       354.90,       142.50
N,SM,WOL3D,WOL 3D INDIA LIMITED,       125.00,       125.00,       125.00,       125.00,       125.00,                   125000.00,1000, ,       189.05,        97.00
N,SM,WOMANCART,WOMANCART LIMITED,       230.00,       229.95,       231.00,       225.50,       225.50,                  4546140.00,20000, ,       437.15,       155.00
N,SM,WTICAB,WISE TRAVEL INDIA LIMITED,       144.00,       142.00,       143.90,       142.00,       142.00,                  2062475.00,14500, ,       342.95,       115.20
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,        81.80,        81.50,        83.65,        81.50,        83.65,                   264240.00,3200, ,       121.85,        72.60
N,SM,YCCL,YASONS CHEMEX CARE LTD,        13.00,        13.35,        13.35,        12.50,        12.75,                   944550.00,75000, ,        26.20,        12.45
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,       134.50,       134.55,       136.50,       133.00,       133.60,                  2409000.00,18000, ,       244.55,       119.00
G,ST,ABHAPOWER,ABHA POWER N STEEL LTD,        29.05,        29.60,        29.60,        29.60,        29.60,                    47360.00,1600, ,        81.90,        26.45
G,ST,ABSMARINE,ABS MARINE SERVICES LTD,       193.25,       197.10,       197.10,       197.10,       197.10,                  2168100.00,11000, ,       425.00,        92.10
N,ST,AESTHETIK,AESTHETIK ENGINEERS LTD,       135.40,       135.00,       139.00,       134.00,       136.00,                  4641400.00,34000, ,       144.70,        60.00
N,ST,AGARWALTUF,AGARWAL TOUGH GLASS IND L,       120.00,       121.30,       122.00,       114.00,       114.85,                 10965300.00,91200, ,       147.70,        81.00
G,ST,AGNI,AGNI GREEN POWER LTD,        27.80,        28.35,        28.35,        28.30,        28.35,                   425000.00,15000, ,        63.35,        17.90
N,ST,AILIMITED,ABHISHEK INTEGRATIONS LTD,        66.15,        66.15,        66.15,        66.15,        66.15,                   198450.00,3000, ,       115.20,        50.00
N,ST,AKANKSHA,AKANKSHA POWER N INFRA L,       107.25,       105.00,       106.60,       103.00,       106.60,                   831100.00,8000, ,       191.90,        82.00
N,ST,ALUWIND,ALUWIND INFRA-TECH LTD,        81.00,        79.00,        80.50,        77.00,        80.50,                   933375.00,12000, ,        88.80,        48.00
N,ST,APRAMEYA,APRAMEYA ENGINEERING LTD,       161.35,       157.00,       166.00,       157.00,       164.60,                  3941250.00,24000, ,       188.35,        55.00
N,ST,APS,AUSTRALIAN PREM SOLAR I L,       572.15,       574.90,       586.00,       555.00,       572.05,                 28194662.50,49500, ,       669.90,       345.00
N,ST,ARVINDPORT,ARVIND PORT AND INFRA LTD,        64.60,        62.15,        67.80,        62.00,        66.00,                  2458500.00,37500, ,       152.80,        45.80
N,ST,ASCOM,ASCOM LEASIN & INVEST LTD,        86.05,        86.05,        86.05,        86.05,        86.05,                    43025.00,500, ,       166.80,        76.55
G,ST,ASLIND,ASL INDUSTRIES LIMITED,        43.65,        43.65,        44.50,        42.80,        42.80,                   261900.00,6000, ,        53.55,        29.00
N,ST,ASPIRE,ASPIRE & INNOVATIVE ADV L,        34.85,        33.10,        33.10,        33.10,        33.10,                   331000.00,10000, ,       132.00,        25.45
N,ST,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,       146.00,       146.00,       147.80,       142.50,       146.05,                  2604700.00,18000, ,       147.80,        72.60
N,ST,BARFLEX,BARFLEX POLYFILMS LIMITED,        66.40,        66.25,        67.00,        65.50,        67.00,                  1191600.00,18000, ,        72.90,        41.15
G,ST,BASILIC,BASILIC FLY STUDIO LTD,       439.05,       435.10,       435.10,       432.00,       432.00,                  2599560.00,6000, ,       657.60,       223.15
N,ST,BEWLTD,BEW ENGINEERING LIMITED,       169.40,       172.85,       175.00,       166.00,       168.00,                  2878000.00,17000, ,      1750.00,       134.10
N,ST,BIKEWO,BIKEWO GREEN TECH LIMITED,        22.45,        21.35,        21.95,        21.35,        21.80,                   520000.00,24000, ,        47.25,        14.00
G,ST,C2C,C2C ADVANCED SYSTEMS LTD,       641.80,       654.60,       654.60,       654.60,       654.60,                  7069680.00,10800, ,       954.00,       250.15
N,ST,CELLECOR,CELLECOR GADGETS LIMITED,        40.35,        40.00,        40.50,        38.35,        38.60,                 71522850.00,1854000, ,       330.50,        30.00
N,ST,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        43.10,        43.10,        43.10,        42.60,        42.70,                   513450.00,12000, ,        71.00,        36.10
N,ST,COMMITTED,COMMITTED CARGO CARE LTD,       229.00,       229.00,       239.00,       228.50,       239.00,                  1494440.00,6400, ,       261.00,        48.50
N,ST,CPS,C P S SHAPERS LIMITED,       836.00,       795.25,       795.25,       795.25,       795.25,                   238575.00,300, ,       880.00,       246.05
G,ST,CRAYONS,CRAYONS ADVERTISING LTD,        46.90,        47.80,        47.80,        47.80,        47.80,                    47800.00,1000, ,       147.80,        42.15
N,ST,DELTIC,DELTA AUTOCORP LIMITED,        74.75,        72.35,        74.95,        72.35,        74.55,                   590000.00,8000, ,       183.75,        66.50
G,ST,DESTINY,DESTINY LOGISTICS & I LTD,        90.45,        92.00,        92.25,        92.00,        92.25,                   552750.00,6000, ,       181.00,        26.20
N,ST,DHTL,DOCMODE HEALTH TECH LTD,        54.95,        52.20,        52.20,        52.20,        52.20,                    83520.00,1600, ,       143.00,        37.70
G,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,        51.20,        52.00,        52.00,        51.75,        51.75,                   166000.00,3200, ,        90.00,        43.00
N,ST,DIVYADHAN,DIVYADHAN RECYCLING IND L,        51.30,        49.10,        52.85,        49.10,        52.85,                   407900.00,8000, ,        96.00,        36.00
G,ST,DPEL,DIVINE POWER ENERGY LTD,       135.80,       135.25,       135.25,       135.25,       135.25,                   405750.00,3000, ,       168.00,        66.25
N,ST,DRONE,DRONE DESTINATION LIMITED,       108.75,       107.30,       109.50,       106.25,       108.15,                  4628625.00,43000, ,       462.00,       104.55
N,ST,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       150.25,       148.75,       150.85,       142.75,       146.00,                 41802875.00,292000, ,       404.35,       113.20
N,ST,EEPL,EPPELTONE ENGINEERS LTD,       251.70,       251.70,       252.00,       239.15,       239.20,                137630200.00,570000, ,       267.90,       239.15
N,ST,EFACTOR,E FACTOR EXPERIENCES LTD,       232.00,       232.00,       232.00,       232.00,       232.00,                   185600.00,800, ,       328.80,       127.50
N,ST,EFFWA,EFFWA INFRA & RESEARCH L,       245.00,       245.00,       245.00,       240.20,       240.45,                  1848880.00,7600, ,       389.15,       147.55
G,ST,EFORCE,ELECTRO FORCE (INDIA) LTD,        50.95,        49.95,        49.95,        49.95,        49.95,                    59940.00,1200, ,        83.85,        29.20
N,ST,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       236.00,       236.00,       240.00,       224.20,       224.75,                  4862467.50,21450, ,       521.85,       221.00
G,ST,ENSER,ENSER COMMUNICATIONS LTD,        17.00,        16.70,        16.70,        16.70,        16.70,                   751500.00,45000, ,       327.20,        13.35
G,ST,ESCONET,ESCONET TECHNOLOGIES LTD,       201.25,       201.25,       201.25,       197.25,       197.25,                  1900000.00,9600, ,       539.95,       150.15
N,ST,FELIX,FELIX INDUSTRIES LTD.,       177.10,       178.85,       184.00,       178.85,       182.35,                 10849800.00,59500, ,       341.00,       108.00
N,ST,FIDEL,FIDEL SOFTECH LIMITED,       192.00,       192.00,       192.10,       192.00,       192.00,                   768200.00,4000, ,       234.00,       102.05
N,ST,FORCAS,FORCAS STUDIO LIMITED,       113.40,       113.00,       114.00,       110.00,       112.05,                 13163920.00,116800, ,       159.60,        65.05
N,ST,FROG,FROG CELLSAT LIMITED,       251.75,       246.75,       249.00,       241.00,       246.30,                  2549640.00,10400, ,       458.00,       211.15
N,ST,GANESHIN,GANESH INFRAWORLD LIMITED,       164.00,       169.00,       169.00,       160.00,       164.10,                  4854960.00,29600, ,       214.90,       106.25
N,ST,GCHOTELS,GRAND CONTINENT HOTELS L,       148.25,       146.70,       150.00,       145.00,       148.05,                 15303780.00,103200, ,       173.40,       101.90
N,ST,GGBL,GANESH GREEN BHARAT LTD,       486.75,       487.00,       507.70,       482.00,       494.20,                 34236585.00,69600, ,       635.00,       282.20
N,ST,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       253.00,       257.00,       257.00,       241.00,       241.90,                  2621625.00,10500, ,       491.25,       179.00
N,ST,GOLDSTAR,GOLDSTAR POWER LIMITED,         9.90,         9.70,        10.15,         9.70,         9.80,                   663187.50,67500, ,        14.90,         7.20
N,ST,GSMFOILS,GSM FOILS LIMITED,       157.00,       163.95,       163.95,       156.00,       160.00,                  3526200.00,22000, ,       164.00,        41.65
N,ST,HOACFOODS,HOAC FOODS INDIA LIMITED,       206.50,       206.50,       214.50,       196.20,       211.25,                  3393937.50,16500, ,       219.90,       105.00
G,ST,HPTL,HP TELECOM INDIA LIMITED,       197.95,       198.00,       198.00,       198.00,       198.00,                   475200.00,2400, ,       215.15,       101.05
N,ST,HVAX,HVAX TECHNOLOGIES LIMITED,       935.00,       980.00,       980.00,       925.00,       969.40,                  1707420.00,1800, ,      1029.30,       461.70
G,ST,IEML,INDIAN EMULSIFIERS LTD,       142.20,       139.35,       145.00,       139.35,       145.00,                  9177100.00,65000, ,       474.00,        98.45
N,ST,INFLUX,INFLUX HEALTHTECH LIMITED,       126.20,       124.00,       129.40,       120.00,       128.05,                 92591400.00,739200, ,       135.85,       120.00
N,ST,INM,INTERIORS & MORE LIMITED,       524.55,       522.90,       522.90,       500.00,       519.00,                  2418270.00,4800, ,       550.00,       243.00
G,ST,INNOMET,INNOMET ADVANCED MATERI L,       191.20,       191.25,       191.25,       191.25,       191.25,                   459000.00,2400, ,       257.00,       100.00
G,ST,IPHL,INDIAN PHOSPHATE LIMITED,        59.85,        59.80,        59.85,        58.75,        58.75,                   357660.00,6000, ,       197.50,        42.40
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,        78.25,        79.80,        79.80,        79.80,        79.80,                     8379.00,105, ,        79.80,        18.60
N,ST,JAINIK,JAINIK POWER CABLES LTD,        71.90,        71.90,        73.00,        71.90,        72.45,                  1128060.00,15600, ,        86.10,        71.10
N,ST,JALAN,JALAN TRANSOLU. INDIA LTD,         8.40,         8.00,         8.00,         8.00,         8.00,                    72000.00,9000, ,        14.60,         2.90
G,ST,JIWANRAM,JIWANRAM SHEODUTTRA IND L,        10.20,        10.00,        10.00,        10.00,        10.00,                    60000.00,6000, ,        22.95,         6.00
N,ST,K2INFRA,K2 INFRAGEN LIMITED,        70.40,        73.85,        73.90,        68.50,        71.50,                  3298890.00,46200, ,       329.00,        66.70
N,ST,KANDARP,KANDARP DG SMART BPO LTD,        89.55,        87.00,        87.00,        87.00,        87.00,                   174000.00,2000, ,        96.50,        29.00
N,ST,KARNIKA,KARNIKA INDUSTRIES LTD,       659.50,       655.00,       662.00,       650.00,       654.05,                  1701540.00,2600, ,       714.90,       228.05
G,ST,KCEIL,KAY CEE ENERGY & INFRA L,       336.55,       330.10,       343.25,       329.85,       343.25,                 38419750.00,114500, ,       424.50,       157.00
G,ST,KEN,KEN ENTERPRISES LIMITED,        39.00,        38.50,        38.50,        38.50,        38.50,                   184800.00,4800, ,        85.00,        35.25
N,ST,KONSTELEC,KONSTELEC ENGINEERS LTD,        66.80,        66.80,        66.80,        65.00,        65.75,                   723900.00,11000, ,       226.00,        59.50
N,ST,KONTOR,KONTOR SPACE LIMITED,        78.85,        78.85,        79.70,        74.90,        79.20,                  1851030.00,24000, ,       200.05,        58.40
N,ST,KORE,JAY JALARAM TECHNO LTD,       117.60,       123.40,       123.45,       123.40,       123.45,                    92575.00,750, ,       873.00,       111.80
G,ST,KOTYARK,KOTYARK INDUSTRIES LTD,       313.60,       313.70,       316.00,       313.70,       316.00,                  1541630.00,4900, ,      1195.00,       303.00
N,ST,LAMOSAIC,LAMOSAIC INDIA LIMITED,        38.20,        38.30,        39.00,        38.30,        38.95,                   395040.00,10200, ,       172.20,        37.65
G,ST,LAWSIKHO,ADDICTIVE LEARNING TECH L,       137.35,       137.45,       140.00,       137.45,       140.00,                  2582600.00,18500, ,       448.50,       125.60
N,ST,LEMERITE,LE MERITE EXPORTS LIMITED,       300.05,       302.00,       302.00,       288.20,       288.75,                 22887360.00,78800, ,       325.80,       135.00
N,ST,LLOYDS,LLOYDS LUXURIES LIMITED,        92.70,        92.70,        95.50,        90.80,        95.10,                   745800.00,8000, ,       125.75,        64.00
G,ST,LRRPL,LEAD REC AND RUB PROD LTD,        74.45,        73.45,        73.45,        73.45,        73.45,                   110175.00,1500, ,       121.65,        31.00
N,ST,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       154.00,       155.00,       155.00,       155.00,       155.00,                  1054000.00,6800, ,       177.95,        81.10
G,ST,MAGSON,MAGSON RETAIL AND DIST L,       137.20,       139.90,       139.90,       139.90,       139.90,                   139900.00,1000, ,       166.10,        75.50
G,ST,MAKS,MAKS ENERGY SOL INDIA LTD,        31.55,        32.15,        32.15,        32.15,        32.15,                    96450.00,3000, ,        79.85,        25.50
G,ST,MAL,MANGALAM ALLOYS LIMITED,        71.95,        73.35,        73.35,        73.35,        73.35,                   352080.00,4800, ,        73.35,        26.25
N,ST,MANDEEP,MANDEEP AUTO INDUSTRIES L,        27.70,        26.50,        26.70,        26.50,        26.70,                   106400.00,4000, ,        74.40,        17.80
G,ST,MASON,MASON INFRATECH LIMITED,       163.80,       167.05,       167.05,       167.05,       167.05,                  4343300.00,26000, ,       218.75,        73.50
N,ST,MASTER,MASTER COMPONENTS LIMITED,       335.00,       335.00,       335.00,       335.00,       335.00,                   167500.00,500, ,       425.00,       250.00
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       211.20,       214.90,       214.90,       214.90,       214.90,                   859600.00,4000, ,       274.80,       145.05
G,ST,MEDIORG,MEDICAMEN ORGANICS LTD,        46.85,        45.95,        45.95,        45.95,        45.95,                   183800.00,4000, ,       159.40,        19.60
N,ST,MIEL,MANGLAM INFRA & ENG LTD,        23.00,        22.55,        22.55,        22.35,        22.35,                    89800.00,4000, ,       123.10,        20.00
N,ST,MONOLITH,MONOLITHISCH INDIA LTD,       267.15,       266.00,       279.40,       253.80,       262.70,                 68465200.00,260000, ,       279.40,       219.45
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       145.50,       148.40,       148.40,       148.40,       148.40,                  3027360.00,20400, ,       148.40,        32.05
G,ST,NAMAN,NAMAN IN-STORE (INDIA) L,       109.45,       109.45,       109.45,       107.30,       107.30,                   865920.00,8000, ,       257.00,        55.75
N,ST,NEELAM,NEELAM LINENS & GAR (I) L,        26.40,        25.50,        25.90,        25.25,        25.90,                  2581500.00,102000, ,        74.40,        18.50
N,ST,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        39.25,        39.90,        40.25,        37.30,        38.95,                  2295825.00,60000, ,       146.90,        35.50
N,ST,NIRMAN,NIRMAN AGRI GENTICS LTD,       198.50,       203.25,       203.30,       193.50,       196.55,                  4157745.00,21000, ,       484.40,       177.05
G,ST,NMSTEEL,NEWMALAYALAM STEEL LTD,        29.10,        29.65,        29.65,        29.10,        29.10,                   233680.00,8000, ,        90.00,        23.35
N,ST,OBSCP,OBSC PERFECTION LIMITED,       305.60,       298.00,       299.00,       290.35,       290.35,                  7377360.00,25200, ,       310.10,       110.00
N,ST,OLIL,ONECLICK LOGISTICS IND L,       194.10,       196.00,       199.60,       189.00,       199.55,                 10458900.00,54000, ,       204.40,        62.00
G,ST,ONDOOR,ON DOOR CONCEPTS LIMITED,       146.55,       143.65,       143.65,       143.65,       143.65,                    86190.00,600, ,       544.90,       120.85
N,ST,ORIANA,ORIANA POWER LIMITED,      2262.00,      2273.30,      2273.30,      2224.80,      2238.40,                 67477698.75,30000, ,      2797.00,      1000.00
G,ST,OWAIS,OWAIS METAL & MINERAL,       607.00,       600.00,       600.00,       594.90,       594.90,                  2805830.00,4700, ,      1569.00,       449.30
G,ST,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        61.75,        60.55,        60.55,        60.55,        60.55,                    72660.00,1200, ,       109.90,        46.25
N,ST,PATILAUTOM,PATIL AUTOMATION LIMITED,       179.35,       179.95,       183.70,       171.00,       171.85,                 85863540.00,483600, ,       183.70,       155.00
G,ST,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        23.50,        23.95,        23.95,        23.95,        23.95,                    47900.00,2000, ,        64.00,        16.75
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,        69.20,        70.55,        70.55,        70.55,        70.55,                 12840100.00,182000, ,        70.55,        14.25
N,ST,POSITRON,POSITRON ENERGY LIMITED,       328.95,       324.00,       324.00,       315.00,       320.75,                  3531060.00,11100, ,       668.20,       225.00
N,ST,PRAMARA,PRAMARA PROMOTIONS LTD,       178.15,       183.00,       183.00,       177.10,       179.75,                  7877350.00,44000, ,       187.95,       101.05
G,ST,PRECISION,PRECISION METALIKS LTD,        20.80,        21.20,        21.20,        21.20,        21.20,                    84800.00,4000, ,        70.90,        17.50
N,ST,PRITIKA,PRITIKA ENG COMPO LTD,        76.80,        76.80,        76.80,        76.80,        76.80,                   153600.00,2000, ,       210.00,        54.00
N,ST,PRIZOR,PRIZOR VIZTECH LIMITED,       203.15,       205.00,       212.00,       197.00,       211.55,                 11086200.00,53600, ,       229.45,       105.10
N,ST,PROLIFE,PROLIFE INDUSTRIES LTD,       152.00,       159.00,       159.00,       158.00,       158.00,                   158500.00,1000, ,       361.00,       139.05
G,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       326.00,       320.00,       332.50,       319.50,       332.50,                  4807550.00,15000, ,       342.55,       119.55
N,ST,PURVFLEXI,PURV FLEXIPACK LIMITED,        75.10,        75.10,        75.10,        74.00,        74.00,                   179160.00,2400, ,       231.00,        70.10
N,ST,QUADPRO,QUADPRO ITES LIMITED,         4.30,         4.10,         4.10,         4.10,         4.10,                   147600.00,36000, ,         6.75,         2.95
G,ST,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        67.60,        66.25,        67.60,        66.25,        67.60,                   100050.00,1500, ,       205.90,        40.05
G,ST,QVCEL,QVC EXPORTS LIMITED,        34.30,        33.70,        33.70,        33.65,        33.65,                   107760.00,3200, ,       162.00,        22.20
G,ST,RBMINFRA,RBM INFRACON LIMITED,       471.20,       480.60,       480.60,       480.50,       480.60,                  6151660.00,12800, ,      1049.00,       249.85
G,ST,READYMIX,READYMIX CONSTRU MACHI L,       106.00,       108.10,       108.10,       104.00,       105.00,                  2320200.00,22000, ,       123.00,        55.20
N,ST,REFRACTORY,REFRACTORY SHAPES LIMITED,        57.90,        58.50,        60.75,        58.00,        60.75,                   599950.00,10000, ,       283.00,        51.65
G,ST,REXPIPES,REX PIPES AND CABLES LTD,       130.85,       128.25,       128.25,       128.25,       128.25,                 12055500.00,94000, ,       139.50,        57.00
N,ST,RILINFRA,RACHANA INFRA LTD,        42.00,        41.15,        42.85,        40.55,        41.60,                  1053370.00,25400, ,        97.20,        25.55
G,ST,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       184.50,       184.50,       184.60,       184.50,       184.60,                   184550.00,1000, ,       687.50,       160.55
G,ST,ROXHITECH,ROX HI TECH LIMITED,        45.20,        45.20,        46.05,        45.20,        46.05,                   512320.00,11200, ,       152.35,        35.05
N,ST,ROYALARC,ROYAL ARC ELECTRODES LTD,       151.00,       148.00,       148.00,       145.10,       145.10,                   351720.00,2400, ,       187.80,       114.25
N,ST,RULKA,RULKA ELECTRICALS LIMITED,       133.40,       133.40,       138.20,       127.15,       137.95,                   646710.00,4800, ,       666.60,       127.00
N,ST,SABAR,SABAR FLEX INDIA LIMITED,         4.00,         3.80,         4.20,         3.80,         4.20,                  1011500.00,250000, ,        30.30,         3.80
N,ST,SACHEEROME,SACHEEROME LIMITED,       154.65,       158.90,       161.85,       155.00,       158.85,                 37256940.00,234000, ,       173.50,       140.50
G,ST,SADHAV,SADHAV SHIPPING LIMITED,       104.65,       106.65,       106.65,       102.55,       103.95,                   814860.00,7800, ,       264.90,        76.95
G,ST,SAHAJ,SAHAJ FASHIONS LIMITED,        10.90,        11.10,        11.10,        11.10,        11.10,                    88800.00,8000, ,        24.00,         6.95
N,ST,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       266.00,       269.00,       275.80,       264.20,       268.00,                  8983540.00,33200, ,       790.00,       194.00
N,ST,SAHASRA,SAHASRA ELECTRONIC SOLU L,       316.20,       311.95,       311.95,       300.40,       300.40,                 12739820.00,42000, ,      1013.00,       266.30
